coloration.key,variable,Label,Display.Order,Color,RGB,shape,size,alpha,text.color,text.RGB,abbreviation
ContractingOffice,USA ENGINEER DISTRICT HUNTINGTON,USA ENGINEER DISTRICT HUNTINGTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT KANSAS CTY,USA ENGINEER DISTRICT KANSAS CTY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT MEMPHIS,USA ENGINEER DISTRICT MEMPHIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT NEW YORK,USA ENGINEER DISTRICT NEW YORK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT NORFOLK,USA ENGINEER DISTRICT NORFOLK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT OMAHA,USA ENGINEER DISTRICT OMAHA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT PHILADELPH,USA ENGINEER DISTRICT PHILADELPH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT PITTSBURGH,USA ENGINEER DISTRICT PITTSBURGH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT PORTLAND,USA ENGINEER DISTRICT PORTLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT SEATTLE,USA ENGINEER DISTRICT SEATTLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT ST LOUIS,USA ENGINEER DISTRICT ST LOUIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT ST PAUL,USA ENGINEER DISTRICT ST PAUL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT TULSA,USA ENGINEER DISTRICT TULSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT VICKSBURG,USA ENGINEER DISTRICT VICKSBURG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DISTRICT WALLA WALL,USA ENGINEER DISTRICT WALLA WALL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT,","USA ENGINEER DISTRICT,",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, ALASKA","USA ENGINEER DISTRICT, ALASKA",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, BALTIMORE","USA ENGINEER DISTRICT, BALTIMORE",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, BUFFALO","USA ENGINEER DISTRICT, BUFFALO",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, CHICAGO","USA ENGINEER DISTRICT, CHICAGO",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, EUROPE","USA ENGINEER DISTRICT, EUROPE",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, FAR EAST","USA ENGINEER DISTRICT, FAR EAST",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, GALVESTON","USA ENGINEER DISTRICT, GALVESTON",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, HONOLULU","USA ENGINEER DISTRICT, HONOLULU",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, JAPAN","USA ENGINEER DISTRICT, JAPAN",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, LITTLE","USA ENGINEER DISTRICT, LITTLE",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, LOS","USA ENGINEER DISTRICT, LOS",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, MOBILE","USA ENGINEER DISTRICT, MOBILE",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, NASHVILLE","USA ENGINEER DISTRICT, NASHVILLE",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, NEW ENGLA","USA ENGINEER DISTRICT, NEW ENGLA",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, NEW YORK","USA ENGINEER DISTRICT, NEW YORK",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, NORFOLK","USA ENGINEER DISTRICT, NORFOLK",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, OMAHA","USA ENGINEER DISTRICT, OMAHA",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, ROCK","USA ENGINEER DISTRICT, ROCK",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, SACRAMNTO","USA ENGINEER DISTRICT, SACRAMNTO",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, SEATTLE","USA ENGINEER DISTRICT, SEATTLE",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT, TULSA","USA ENGINEER DISTRICT, TULSA",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT,FORT WORTH","USA ENGINEER DISTRICT,FORT WORTH",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT,KANSAS CTY","USA ENGINEER DISTRICT,KANSAS CTY",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT,ST. LOUIS","USA ENGINEER DISTRICT,ST. LOUIS",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DISTRICT,WILMINGTON","USA ENGINEER DISTRICT,WILMINGTON",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER DIV HUNTSVILLE,USA ENGINEER DIV HUNTSVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USA ENGINEER DSTRCT, PHILADELPHA","USA ENGINEER DSTRCT, PHILADELPHA",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGINEER WATERWAYS EXP. STA.,USA ENGINEER WATERWAYS EXP. STA.,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGR DISTR ALASKA,USA ENGR DISTR ALASKA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA ENGR DISTR PACIFIC OCEAN,USA ENGR DISTR PACIFIC OCEAN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA HUMPHREYS ENGINEER CENTER,USA HUMPHREYS ENGINEER CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA MATERIEL COMMAND ACQUISITION,USA MATERIEL COMMAND ACQUISITION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA PROGRAM MANAGER-SANG,USA PROGRAM MANAGER-SANG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA SPACE AND STRATEGIC DEF CDR,USA SPACE AND STRATEGIC DEF CDR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USA TOPOGRAPHIC ENGINEERING CENT,USA TOPOGRAPHIC ENGINEERING CENT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR ALABAMA,USPFO FOR ALABAMA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USPFO FOR ALASKA, P&C DIVISION","USPFO FOR ALASKA, P&C DIVISION",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR ARIZONA,USPFO FOR ARIZONA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR ARKANSAS,USPFO FOR ARKANSAS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR CALIFORNIA,USPFO FOR CALIFORNIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR COLORADO,USPFO FOR COLORADO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR CONNECTICUT,USPFO FOR CONNECTICUT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR DELAWARE,USPFO FOR DELAWARE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR DISTRICT OF COLUMBIA,USPFO FOR DISTRICT OF COLUMBIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR FLORIDA,USPFO FOR FLORIDA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR GEORGIA,USPFO FOR GEORGIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR GUAM,USPFO FOR GUAM,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR HAWAII,USPFO FOR HAWAII,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR IDAHO,USPFO FOR IDAHO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR ILLINOIS,USPFO FOR ILLINOIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR INDIANA,USPFO FOR INDIANA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USPFO FOR IOWA, CAMP DODGE","USPFO FOR IOWA, CAMP DODGE",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR KANSAS,USPFO FOR KANSAS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR KENTUCKY,USPFO FOR KENTUCKY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR LOUISIANA,USPFO FOR LOUISIANA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR MAINE,USPFO FOR MAINE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR MASSACHUSETTS,USPFO FOR MASSACHUSETTS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USPFO FOR MD, STATE MIL RESERVA-","USPFO FOR MD, STATE MIL RESERVA-",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR MICHIGAN,USPFO FOR MICHIGAN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USPFO FOR MINNESOTA, CAMP RILEY","USPFO FOR MINNESOTA, CAMP RILEY",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR MISSISSIPPI,USPFO FOR MISSISSIPPI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR MISSOURI,USPFO FOR MISSOURI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR MONTANA,USPFO FOR MONTANA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR NEBRASKA,USPFO FOR NEBRASKA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR NEVADA,USPFO FOR NEVADA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR NEW HAMPSHIRE,USPFO FOR NEW HAMPSHIRE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR NEW JERSEY,USPFO FOR NEW JERSEY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR NEW MEXICO,USPFO FOR NEW MEXICO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR NEW YORK,USPFO FOR NEW YORK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR NORTH CAROLINA,USPFO FOR NORTH CAROLINA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR NORTH DAKOTA,USPFO FOR NORTH DAKOTA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR OHIO,USPFO FOR OHIO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR OKLAHOMA,USPFO FOR OKLAHOMA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR OREGON,USPFO FOR OREGON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR PENNSYLVANIA,USPFO FOR PENNSYLVANIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR PUERTO RICO,USPFO FOR PUERTO RICO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR RHODE ISLAND,USPFO FOR RHODE ISLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR SOUTH CAROLINA,USPFO FOR SOUTH CAROLINA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR SOUTH DAKOTA,USPFO FOR SOUTH DAKOTA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR TENNESSEE,USPFO FOR TENNESSEE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR TEXAS,USPFO FOR TEXAS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR UTAH,USPFO FOR UTAH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"USPFO FOR VERMONT, CAMP JOHNSON","USPFO FOR VERMONT, CAMP JOHNSON",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR VIRGIN ISLANDS,USPFO FOR VIRGIN ISLANDS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR VIRGINIA,USPFO FOR VIRGINIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR WASHINGTON,USPFO FOR WASHINGTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR WEST VIRGINIA,USPFO FOR WEST VIRGINIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR WISCONSIN,USPFO FOR WISCONSIN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USPFO FOR WYOMING,USPFO FOR WYOMING,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USS DWIGHT D EISENHOWER CVN 69,USS DWIGHT D EISENHOWER CVN 69,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USS HARRY S TRUMAN,USS HARRY S TRUMAN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USS JOHN C STENNIS CVN 74,USS JOHN C STENNIS CVN 74,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,USS THEODORE ROOSEVELT CVN 71,USS THEODORE ROOSEVELT CVN 71,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,VFA 15,VFA 15,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,VICKSBURG CONSOLILDATED CONTRACT,VICKSBURG CONSOLILDATED CONTRACT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,VP 26,VP 26,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W00Y CONTR OFC DODAAC,W00Y CONTR OFC DODAAC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W071 ENDIST KANSAS CITY,W071 ENDIST KANSAS CITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W071 ENDIST OMAHA,W071 ENDIST OMAHA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W071 ENDIST PORTLAND,W071 ENDIST PORTLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W071 ENDIST SEATTLE,W071 ENDIST SEATTLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W071 ENDIST WALLA WALLA,W071 ENDIST WALLA WALLA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W072 ENDIST BUFFALO,W072 ENDIST BUFFALO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W072 ENDIST CHICAGO,W072 ENDIST CHICAGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W072 ENDIST DETROIT,W072 ENDIST DETROIT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W072 ENDIST HUNTINGTON,W072 ENDIST HUNTINGTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W072 ENDIST LOUISVILLE,W072 ENDIST LOUISVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W072 ENDIST NASHVILLE,W072 ENDIST NASHVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W072 ENDIST PITTSBURGH,W072 ENDIST PITTSBURGH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W074 ENDIST CHARLESTON,W074 ENDIST CHARLESTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W074 ENDIST JACKSNVLLE,W074 ENDIST JACKSNVLLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W074 ENDIST MOBILE,W074 ENDIST MOBILE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W074 ENDIST SAVANNAH,W074 ENDIST SAVANNAH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W074 ENDIST WILMINGTON,W074 ENDIST WILMINGTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W075 ENDIST ALBUQUERQUE,W075 ENDIST ALBUQUERQUE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W075 ENDIST LOS ANGELES,W075 ENDIST LOS ANGELES,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W075 ENDIST SACRAMENTO,W075 ENDIST SACRAMENTO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W075 ENDIST SAN FRAN,W075 ENDIST SAN FRAN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W076 ENDIST FT WORTH,W076 ENDIST FT WORTH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W076 ENDIST GALVESTON,W076 ENDIST GALVESTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W076 ENDIST LITTLE ROCK,W076 ENDIST LITTLE ROCK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W076 ENDIST TULSA,W076 ENDIST TULSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W07V ENDIST MEMPHIS,W07V ENDIST MEMPHIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W07V ENDIST N ORLEANS,W07V ENDIST N ORLEANS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W07V ENDIST ROCK ISLAND,W07V ENDIST ROCK ISLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W07V ENDIST ST LOUIS,W07V ENDIST ST LOUIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W07V ENDIST ST PAUL,W07V ENDIST ST PAUL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W07V ENDIST VICKSBURG,W07V ENDIST VICKSBURG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0DA USA STRATEGIC LOG ACT,W0DA USA STRATEGIC LOG ACT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0K9 USA WATERVLIET ARSNL,W0K9 USA WATERVLIET ARSNL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0L6 USA DEP LETTERKENY,W0L6 USA DEP LETTERKENY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0L7 STK REC    ACCT BGAD,W0L7 STK REC    ACCT BGAD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0LX ANNISTON DEPOT PROP DIV,W0LX ANNISTON DEPOT PROP DIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0MC USA DEP RED RIVER,W0MC USA DEP RED RIVER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0ML USA DEP TOBYHANNA,W0ML USA DEP TOBYHANNA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0MM TOOELE ARMY DEPOT,W0MM TOOELE ARMY DEPOT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0MU USA DEP CORPUS CHRISTI,W0MU USA DEP CORPUS CHRISTI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W0QF HQ SURFACE DEPL&DISTR CMD,W0QF HQ SURFACE DEPL&DISTR CMD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W1DF AVIATION APPLIED TECH DIR,W1DF AVIATION APPLIED TECH DIR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W27P BAGHDAD OFFICE,W27P BAGHDAD OFFICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W27P BUCCA ROC,W27P BUCCA ROC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W27P DELTA RCC,W27P DELTA RCC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W27P IRAQ RECON CONTRACT OFC,W27P IRAQ RECON CONTRACT OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W27P PARC FORCES,W27P PARC FORCES,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W27P TFBSO,W27P TFBSO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2R2 COLD RGNS RSCH ENG LAB,W2R2 COLD RGNS RSCH ENG LAB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2R2 CONST ENGRG LAB,W2R2 CONST ENGRG LAB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2R2 TOPO ENGRG LAB,W2R2 TOPO ENGRG LAB,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2R2 USA ENGR R AND D CTR,W2R2 USA ENGR R AND D CTR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SD ENDIST BALTIMORE,W2SD ENDIST BALTIMORE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SD ENDIST NEW ENGLAND,W2SD ENDIST NEW ENGLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SD ENDIST NEW YORK,W2SD ENDIST NEW YORK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SD ENDIST NORFOLK,W2SD ENDIST NORFOLK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SD ENDIST PHILADELPHIA,W2SD ENDIST PHILADELPHIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SD FEST NAU1 EUROPE,W2SD FEST NAU1 EUROPE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SN ENDIST ALASKA,W2SN ENDIST ALASKA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SN ENDIST FAR EAST,W2SN ENDIST FAR EAST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SN ENDIST HONOLULU,W2SN ENDIST HONOLULU,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2SN ENDIST JAPAN,W2SN ENDIST JAPAN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2TZ CONTR CTR OF EX,W2TZ CONTR CTR OF EX,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W2V6 USA ENG SPT CTR HUNTSVIL,W2V6 USA ENG SPT CTR HUNTSVIL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W313 ARMY VISUAL INFO CENTER,W313 ARMY VISUAL INFO CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W31R AFGHANISTAN AREA OFC,W31R AFGHANISTAN AREA OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W31R ENDIS GULF REGION,W31R ENDIS GULF REGION,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W31R ENDIS MIDDLE EAST,W31R ENDIS MIDDLE EAST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W31R ENDIST AFGHANISTAN NORTH,W31R ENDIST AFGHANISTAN NORTH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W31R ENDIST AFGHANISTAN SOUTH,W31R ENDIST AFGHANISTAN SOUTH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W37W USA ELE NATL DEF UNIV,W37W USA ELE NATL DEF UNIV,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,"W390 CAMP STANLEY, TX","W390 CAMP STANLEY, TX",37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W390 MCALESTER ARMY AMMO PLANT,W390 MCALESTER ARMY AMMO PLANT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W39L USA NG READINESS CENTER,W39L USA NG READINESS CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W39Z STK REC ACCT-CRANE AAP,W39Z STK REC ACCT-CRANE AAP,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W3ZL OFC PM SANG MOD PROG,W3ZL OFC PM SANG MOD PROG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W40M EUR REGIONAL CONTRACT OFC,W40M EUR REGIONAL CONTRACT OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W40M NORTHEREGION CONTRACT OFC,W40M NORTHEREGION CONTRACT OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W40M PACIFIC RGNL CNTRG OFC,W40M PACIFIC RGNL CNTRG OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W40M SOUTH RGNL CONTR OFC EAST,W40M SOUTH RGNL CONTR OFC EAST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W40M USA MEDCOM HCAA,W40M USA MEDCOM HCAA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W40M WESTERN RGNL CNTRG OFC MA,W40M WESTERN RGNL CNTRG OFC MA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W453 JIATFS,W453 JIATFS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W4GG HQ US ARMY TACOM,W4GG HQ US ARMY TACOM,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W4LD USA HECSA,W4LD USA HECSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W4MM USA JOINT MUNITIONS CMD,W4MM USA JOINT MUNITIONS CMD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W4PZ USA MED RSCH ACQUIS ACT,W4PZ USA MED RSCH ACQUIS ACT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W4T8 USASMDC HUNTSVILLE,W4T8 USASMDC HUNTSVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6DY PEO EIS FT DETRICK SPT,W6DY PEO EIS FT DETRICK SPT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6EC PEO STRI ORLANDO,W6EC PEO STRI ORLANDO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6EV BAGHDAD RCO,W6EV BAGHDAD RCO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6EV COMM TRANS SECTOR,W6EV COMM TRANS SECTOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6EV ELECTRICAL SECTOR,W6EV ELECTRICAL SECTOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6EV HILLAH RCO,W6EV HILLAH RCO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6EV KIRKUK RCO,W6EV KIRKUK RCO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6EV OIL SECTOR,W6EV OIL SECTOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,W6EV PUBLIC WORKS WATER SECTOR,W6EV PUBLIC WORKS WATER SECTOR,37,red,#AA4643,,,,default grey,#554449,
