CSISbudgetLineKey,AccountDSI,DefenseOrganization,BudgetActivity,BudgetSubActivity,LineItem,ProgramElement,CSISbudgetLineTitle,IsLineItemAlsoLineNumber,CSIScreateddate,CSISmodifiedDate,CSISmodifiedBy
RDTE~2040A~ARMY~5~0604814A,2040A,ARMY,5,NULL,NULL,0604814A,Artillery Munitions - EMD,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604817A,2040A,ARMY,5,NULL,NULL,0604817A,Combat Identification,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604818A,2040A,ARMY,5,NULL,NULL,0604818A,Army Tactical Command & Control Hardware & Software,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604819A,2040A,ARMY,5,NULL,NULL,0604819A,LOSAT,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604820A,2040A,ARMY,5,NULL,NULL,0604820A,Radar Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604822A,2040A,ARMY,5,NULL,NULL,0604822A,General Fund Enterprise Business System (GFEBS),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604823A,2040A,ARMY,5,NULL,NULL,0604823A,Firefinder,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604824A,2040A,ARMY,5,NULL,NULL,0604824A,DUAP Commercial Operations and Support Savings,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604827A,2040A,ARMY,5,NULL,NULL,0604827A,Soldier Systems - Warrior Dem/Val,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604852A,2040A,ARMY,5,NULL,NULL,0604852A,Suite of Vehicle Protection Systems - EMD,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604854A,2040A,ARMY,5,NULL,NULL,0604854A,Artillery Systems - EMD,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604865A,2040A,ARMY,5,NULL,NULL,0604865A,Patriot PAC-3 Theater Missile Defense Acquisition - EMD,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604869A,2040A,ARMY,5,NULL,NULL,0604869A,Patriot/MEADS Combined Aggregate Program (CAP),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0604870A,2040A,ARMY,5,NULL,NULL,0604870A,Nuclear Arms Control Monitoring Sensor Network,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605013A,2040A,ARMY,5,NULL,NULL,0605013A,Information Technology Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605018A,2040A,ARMY,5,NULL,NULL,0605018A,Integrated Personnel and Pay System-Army (IPPS-A),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605028A,2040A,ARMY,5,NULL,NULL,0605028A,Armored Multi-Purpose Vehicle (AMPV),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605029A,2040A,ARMY,5,NULL,NULL,0605029A,Integrated Ground Security Surveillance Response Capability (IGSSR-C),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605030A,2040A,ARMY,5,NULL,NULL,0605030A,Joint Tactical Networking Center,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605031A,2040A,ARMY,5,NULL,NULL,0605031A,Joint Tactical Network (JTN),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605032A,2040A,ARMY,5,NULL,NULL,0605032A,TRACTOR TIRE,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605033A,2040A,ARMY,5,NULL,NULL,0605033A,Ground-Based Operational Surveillance System - Expeditionary (GBOSS-E),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605034A,2040A,ARMY,5,NULL,NULL,0605034A,Tactical Security System (TSS),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605035A,2040A,ARMY,5,NULL,NULL,0605035A,Common Infrared Countermeasures (CIRCM),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605036A,2040A,ARMY,5,NULL,NULL,0605036A,Combating Weapons of Mass Destruction (CWMD),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605037A,2040A,ARMY,5,NULL,NULL,0605037A,Evidence Collection and Detainee Processing (ECDP),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605038A,2040A,ARMY,5,NULL,NULL,0605038A,Nuclear Biological Chemical Reconnaissance Vehicle (NBCRV) Sensor Suite,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605041A,2040A,ARMY,5,NULL,NULL,0605041A,Defensive CYBER Tool Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605042A,2040A,ARMY,5,NULL,NULL,0605042A,Tactical Network Radio Systems (Low-Tier),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605047A,2040A,ARMY,5,NULL,NULL,0605047A,Contract Writing System,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605049A,2040A,ARMY,5,NULL,NULL,0605049A,Missile Warning System Modernization (MWSM),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605051A,2040A,ARMY,5,NULL,NULL,0605051A,Aircraft Survivability Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605052A,2040A,ARMY,5,NULL,NULL,0605052A,Indirect Fire Protection Capability Increment 2,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605053A,2040A,ARMY,5,NULL,NULL,0605053A,Ground Robotics,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605054A,2040A,ARMY,5,NULL,NULL,0605054A,Emerging Technology Initiatives,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605145A,2040A,ARMY,5,NULL,NULL,0605145A,Medical Products and Support Systems Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605203A,2040A,ARMY,5,NULL,NULL,0605203A,Army System Development & Demonstration,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605205A,2040A,ARMY,5,NULL,NULL,0605205A,Small Unmanned Aerial Vehicle (SUAV) (6.5),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605350A,2040A,ARMY,5,NULL,NULL,0605350A,WIN-T Increment 3 - Full Networking,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605380A,2040A,ARMY,5,NULL,NULL,0605380A,AMF Joint Tactical Radio System (JTRS),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605450A,2040A,ARMY,5,NULL,NULL,0605450A,Joint Air-to-Ground Missile (JAGM),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605455A,2040A,ARMY,5,NULL,NULL,0605455A,SLAMRAAM,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605456A,2040A,ARMY,5,NULL,NULL,0605456A,PAC-3/MSE MISSILE,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605457A,2040A,ARMY,5,NULL,NULL,0605457A,Army Integrated Air and Missile Defense (AIAMD),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605625A,2040A,ARMY,5,NULL,NULL,0605625A,Manned Ground Vehicle,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605626A,2040A,ARMY,5,NULL,NULL,0605626A,Aerial Common Sensor - SDD,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605766A,2040A,ARMY,5,NULL,NULL,0605766A,National Integration To Tactical Systems (MIP),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605812A,2040A,ARMY,5,NULL,NULL,0605812A,Joint Light Tactical Vehicle - ED,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~0605830A,2040A,ARMY,5,NULL,NULL,0605830A,Aviation Ground Support Equipment,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~1205117A,2040A,ARMY,5,NULL,NULL,1205117A,Tractor Bears,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~5~9999999999,2040A,ARMY,5,NULL,NULL,9999999999,Classified Programs,NULL,2020-06-16 01:42:58.620,2020-06-30 10:07:56.717,Automatically marked as NoFYDPexpected byGSanders@csis.org
RDTE~2040A~ARMY~6~0303260A,2040A,ARMY,6,NULL,NULL,0303260A,DEFENSE MILITARY DECEPTION INITIATIVE,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0604256A,2040A,ARMY,6,NULL,NULL,0604256A,Threat Simulator Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0604258A,2040A,ARMY,6,NULL,NULL,0604258A,Target Systems Development,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0604759A,2040A,ARMY,6,NULL,NULL,0604759A,Major T&E Investment,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605103A,2040A,ARMY,6,NULL,NULL,0605103A,Rand Arroyo Center,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605301A,2040A,ARMY,6,NULL,NULL,0605301A,Army Kwajalein Atoll,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605326A,2040A,ARMY,6,NULL,NULL,0605326A,Concepts Experimentation Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605502A,2040A,ARMY,6,NULL,NULL,0605502A,Small Business Innovative Research,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605601A,2040A,ARMY,6,NULL,NULL,0605601A,Army Test Ranges and Facilities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605602A,2040A,ARMY,6,NULL,NULL,0605602A,Army Technical Test Instrumentation and Targets,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605604A,2040A,ARMY,6,NULL,NULL,0605604A,Survivability/Lethality Analysis,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605605A,2040A,ARMY,6,NULL,NULL,0605605A,DOD High Energy Laser Test Facility,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605606A,2040A,ARMY,6,NULL,NULL,0605606A,Aircraft Certification,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605702A,2040A,ARMY,6,NULL,NULL,0605702A,Meteorological Support to RDT&E Activities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605706A,2040A,ARMY,6,NULL,NULL,0605706A,Materiel Systems Analysis,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605709A,2040A,ARMY,6,NULL,NULL,0605709A,Exploitation of Foreign Items,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605712A,2040A,ARMY,6,NULL,NULL,0605712A,Support of Operational Testing,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605716A,2040A,ARMY,6,NULL,NULL,0605716A,Army Evaluation Center,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605718A,2040A,ARMY,6,NULL,NULL,0605718A,Army Modeling & Sim X-Cmd Collaboration & Integ,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605737A,2040A,ARMY,6,NULL,NULL,0605737A,Defense Foreign Language Training Research,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605801A,2040A,ARMY,6,NULL,NULL,0605801A,Programwide Activities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605803A,2040A,ARMY,6,NULL,NULL,0605803A,Technical Information Activities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605805A,2040A,ARMY,6,NULL,NULL,0605805A,"Munitions Standardization, Effectiveness and Safety",NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605853A,2040A,ARMY,6,NULL,NULL,0605853A,Environmental Conservation,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605854A,2040A,ARMY,6,NULL,NULL,0605854A,Pollution Prevention,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605856A,2040A,ARMY,6,NULL,NULL,0605856A,Environmental Compliance,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605857A,2040A,ARMY,6,NULL,NULL,0605857A,Environmental Quality Technology Mgmt Support,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605876A,2040A,ARMY,6,NULL,NULL,0605876A,Minor Construction (RPM) - RDT&E,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605878A,2040A,ARMY,6,NULL,NULL,0605878A,Maintenance and Repair (RPM) - RDT&E,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605879A,2040A,ARMY,6,NULL,NULL,0605879A,Real Property Services (RPS) - RDT&E,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605896A,2040A,ARMY,6,NULL,NULL,0605896A,Base Operations - RDT&E,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0605898A,2040A,ARMY,6,NULL,NULL,0605898A,Management HQ - R&D,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0606001A,2040A,ARMY,6,NULL,NULL,0606001A,Military Ground-Based CREW Technology,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0606002A,2040A,ARMY,6,NULL,NULL,0606002A,Ronald Reagon Ballstic Missile Defense Test Site,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0606003A,2040A,ARMY,6,NULL,NULL,0606003A,CounterIntel and Human Intel Modernization,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0606105A,2040A,ARMY,6,NULL,NULL,0606105A,Medical Program-Wide Activities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0606942A,2040A,ARMY,6,NULL,NULL,0606942A,Assessments and Evaluations Cyber Vulnerabilities,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0909980A,2040A,ARMY,6,NULL,NULL,0909980A,Judgment Fund Reimbursement,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~0909999A,2040A,ARMY,6,NULL,NULL,0909999A,Financing for Cancelled Account Adjustments,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~6~9999999999,2040A,ARMY,6,NULL,NULL,9999999999,Classified Programs,NULL,2020-06-16 01:42:58.620,2020-06-30 10:07:56.717,Automatically marked as NoFYDPexpected byGSanders@csis.org
RDTE~2040A~ARMY~7~0102419A,2040A,ARMY,7,NULL,NULL,0102419A,Aerostat Joint Project Office,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0202429A,2040A,ARMY,7,NULL,NULL,0202429A,Aerostat Joint Project - COCOM Exercise,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203347A,2040A,ARMY,7,NULL,NULL,0203347A,Intelligence Support to Cyber (ISC) MIP,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203610A,2040A,ARMY,7,NULL,NULL,0203610A,Domestic Preparedness Against Weapons of Mass Destruction,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203726A,2040A,ARMY,7,NULL,NULL,0203726A,Adv Field Artillery Tactical Data System,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203728A,2040A,ARMY,7,NULL,NULL,0203728A,Joint Automated Deep Operation Coordination System (JADOCS),NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203735A,2040A,ARMY,7,NULL,NULL,0203735A,Combat Vehicle Improvement Programs,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203740A,2040A,ARMY,7,NULL,NULL,0203740A,Maneuver Control System,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203743A,2040A,ARMY,7,NULL,NULL,0203743A,155mm Self-Propelled Howitzer Improvements,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203744A,2040A,ARMY,7,NULL,NULL,0203744A,Aircraft Modifications/Product Improvement Programs,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203752A,2040A,ARMY,7,NULL,NULL,0203752A,Aircraft Engine Component Improvement Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203758A,2040A,ARMY,7,NULL,NULL,0203758A,Digitization,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203759A,2040A,ARMY,7,NULL,NULL,0203759A,"Force XXI Battle Command, Brigade and Below (FBCB2)",NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203761A,2040A,ARMY,7,NULL,NULL,0203761A,"Force Twenty-One (XXI), Warfighting Rapid Acquisition Program",NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203764A,2040A,ARMY,7,NULL,NULL,0203764A,Tactical Wheeled Vehicle Improvement Program,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203801A,2040A,ARMY,7,NULL,NULL,0203801A,Missile/Air Defense Product Improvement Program,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203802A,2040A,ARMY,7,NULL,NULL,0203802A,Other Missile Product Improvement Programs,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203806A,2040A,ARMY,7,NULL,NULL,0203806A,TRACTOR RUT,NULL,2020-06-16 01:42:58.620,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0203808A,2040A,ARMY,7,NULL,NULL,0203808A,TRACTOR CARD,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
RDTE~2040A~ARMY~7~0205402A,2040A,ARMY,7,NULL,NULL,0205402A,Integrated Base Defense - Operational System Dev,NULL,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
