ProjectID	ProjectName	ProjectPrettyName	ProjectAbbreviation	IsJointDevelopmentCaseStudy	CSISmodifiedDate	CSISmodifiedBy	IsPerformanceBasedLogistics	PlatformPortfolio	ObligatedAmount	MinOfFiscalYear	MaxOfFiscalYear	TopPlatformPortfolio	TopPlatformPortfolioObligatedAmount	TopParentID	TopParentIDObligatedAmount	Notes	IsUnknown	WasUncategorizedMissilesOrSpaceSystem	IsUninvestigated	IsRemotelyOperated	RANDID	IsParentProjectID	ParentProjectID	IDAID
1936	Other Social Services	Other Social Services	G099	NULL	2016-04-25 21:22:55.1570000	CSIS\GSanders	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1937	GAJ	NULL	GAJ	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	3065770959.5217	2000	2018	NULL	466120161.0000	ROCKWELL COLLINS	2101207384.5039	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1938	AN/BSY-2 SUBMARINE COMBAT	AN/BSY-2 SUBMARINE COMBAT SYS	GAU	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	732854662.0102	1990	2010	Electronics, Comms, & Sensors	200428000.0000	GENERAL ELECTRIC	425572034.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1939	GCA	NULL	GCA	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	69192671.0000	2000	2014	Electronics, Comms, & Sensors	27840358.0000	NULL	69192671.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1940	ELECTRONICS ALL SOURCE AN	ELECTRONICS ALL SOURCE ANALYSIS SYS	GCG	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	121382375.1063	2000	2012	Electronics, Comms, & Sensors	37024803.0000	LOCKHEED MARTIN	121382375.1063	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1941	GCI	NULL	GCI	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	16021003.2199	2003	2015	Electronics, Comms, & Sensors	11393109.0000	RAYTHEON	16021003.2199	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1942	ARL	ARL	GHL	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	260748146.1984	2000	2016	Aircraft	89854271.0000	GENERAL ATOMICS	246603547.1875		1	NULL	0	NULL	NULL	NULL	NULL	NULL
1943	GHR	NULL	GHR	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	25346753.3400	2003	2015	Electronics, Comms, & Sensors	13330669.0000	BAE SYSTEMS	25346753.3400	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1944	GIB	NULL	GIB	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	17537488.5100	2000	2014	Electronics, Comms, & Sensors	12295735.0000	MOTOROLA	18221641.5100	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1945	GRU	NULL	GRU	NULL	2019-04-13 01:24:02.3266667	Automated stats update byGSanders@csis.org	NULL	Electronics, Comms, & Sensors	55799543.6000	2000	2018	Electronics, Comms, & Sensors	22548258.0000	ITT	55929221.0800	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1947	GYI 	NULL	GYI 	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	-12000.0000	2009	2009	Electronics, Comms, & Sensors	-12000.0000	RAYTHEON	-12000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1948	GYY	NULL	GYY	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	220052326.0439	2002	2015	Electronics, Comms, & Sensors	81305982.0000	HONEYWELL	220052326.0439	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1949	GCCS-J 	GCCS-J 	M01	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	20610822.5877	2004	2018	Electronics, Comms, & Sensors	5600873.4962	NULL	6353711.0229	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1950	DPPS	DPPS	M05	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	3161395.2614	2004	2014	Electronics, Comms, & Sensors	959905.1250	NULL	1849803.9664	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1951	DJAS	DJAS	M06	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Other R&D and Knowledge Based	330692.7891	2005	2010	Other R&D and Knowledge Based	379868.0000	NULL	330692.7891	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1952	TMIP	TMIP	M07	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	1272174.2563	2008	2017	Other R&D and Knowledge Based	709715.3672	NULL	1272174.2563	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1954	JCALS	JCALS	M09	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	81481886.0124	2004	2018	Electronics, Comms, & Sensors	24832387.0000	NULL	34245112.7625	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1955	TRAC2ES	TRAC2ES	M10	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Other R&D and Knowledge Based	31306.0000	2009	2012	Other R&D and Knowledge Based	68950.0000	NULL	31306.0000	Transcom Regulating and Command Control Evacuation System	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
1956	RCAS	RCAS	M11	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	68327647.6446	2004	2013	Other R&D and Knowledge Based	57829316.7500	SRA INTERNATIONAL	67974382.7500	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1957	TCAIMS II	TCAIMS II	M12	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	294086.2597	2004	2013	Electronics, Comms, & Sensors	93500.0000	NULL	289848.2597		NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
1958	CHCS II	CHCS II	M13	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	23659528.6283	2004	2016	Electronics, Comms, & Sensors	10119467.0000	UNISYS	9700637.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1959	DMLSS	DMLSS	M14	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	11048646.5235	2004	2012	Other Products	2797074.0000	SANOFI	4772708.0000	Defense Medical Logistics Standard Support	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
1960	DMS	DMS	M15	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	234452048.7557	2004	2018	Electronics, Comms, & Sensors	43301695.4004	LOCKHEED MARTIN	213601748.5458	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1961	SPS	SPS	M16	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	372387034.8686	2004	2016	Facilities and Construction	125111362.9531	NULL	245402755.2535	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1962	BSM ENERGY	BSM ENERGY	M17	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	82079783.9207	2004	2016	Aircraft	31680193.0000	ROBERTSON FUEL SYSTEMS	59634321.6500		1	NULL	0	NULL	NULL	NULL	NULL	NULL
1963	ISPAN	ISPAN	M21	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	1341613.8329	2008	2018	Electronics, Comms, & Sensors	529939.0996	LOCKHEED MARTIN	741763.0302		NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
1964	GTN	GTN	M22	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Electronics, Comms, & Sensors	17841132.0000	2004	2004	Electronics, Comms, & Sensors	17841132.0000	LOCKHEED MARTIN	17841132.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1965	NSIPS	NSIPS	M23	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	11645277.0700	2004	2009	Electronics, Comms, & Sensors	5944240.5000	EC AMERICA	5945158.5000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1966	NTCSS	NTCSS	M24	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	263154.5077	2007	2009	Facilities and Construction	125752.6291	NULL	168257.6291	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1967	DIMHRS	DIMHRS	M26	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	108067651.4200	2004	2015	Other R&D and Knowledge Based	26321119.1406	BOOZ ALLEN HAMILTON	56938882.9712	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1968	DLS	DLS	M31	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	67929177.7721	2004	2014	Electronics, Comms, & Sensors	28078801.0000	IBM	67176557.6202	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1969	GCSS-AT	GCSS-AT	M33	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	25514462.7500	2004	2009	Electronics, Comms, & Sensors	22759171.0000	NORTHROP GRUMMAN	25514478.7500	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1970	DTS	DTS	M49	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	415963348.0815	2002	2017	Other Services	59969544.0137	NORTHROP GRUMMAN	330530363.7852	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1971	TBMCS	TBMCS	M73	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	264182794.6956	2004	2018	Electronics, Comms, & Sensors	48212723.1971	LOCKHEED MARTIN	131593776.6751	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1972	BSM	BSM	M85	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	302806644.9587	2004	2018	Electronics, Comms, & Sensors	104942345.0000	IBM	186868491.5641	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1973	ILS-S	ILS-S	M87	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	106964910.6530	2008	2018	Ordnance and Missiles	42835552.0000	LOCKHEED MARTIN	106943756.6530	Inegrated Logistical Support System	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
1974	IMDS	IMDS	M88	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	5127683.1206	2008	2015	Electronics, Comms, & Sensors	3134373.7500	NORTHROP GRUMMAN	3134373.7500	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1975	GCCS-M	GCCS-M	M90	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	326126390.3278	2004	2018	Electronics, Comms, & Sensors	57725070.8750	LOCKHEED MARTIN	198436464.5469	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1977	DCD/DCW	DCD/DCW	M93	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	911453.0000	2004	2009	Other Services	270164.0000	NULL	911453.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1978	TELEPORT	TELEPORT	M94	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Space Systems	15427557.8876	2004	2018	Space Systems	5185224.1095	NULL	13652392.2626	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1979	PKI	PKI	M98	NULL	2019-08-21 13:58:31.0000000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	NULL	8971542.2414	2004	2018	Other R&D and Knowledge Based	1430478.5576	NULL	5028150.9512	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1980	CMM	CMM	M99	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	83600.0000	2012	2014	Ordnance and Missiles	80600.0000	HEWLETT PACKARD	80600.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1981	GIGBE 	GIGBE 	N01	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	5820478.1563	2007	2009	Electronics, Comms, & Sensors	4173786.0000	CENTECH GROUP	5820478.1563	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1982	DJC2	DJC2	N02	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	88014567.3659	2004	2015	Electronics, Comms, & Sensors	19679176.6511	L3 COMMUNICATIONS	22267911.4609	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1983	GCCS-A	GCCS-A	N03	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	450877.9492	2008	2012	Electronics, Comms, & Sensors	375000.0000	NULL	410386.9795	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1985	GTN-21	GTN-21	N05	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Other R&D and Knowledge Based	3747504.0000	2008	2009	Other R&D and Knowledge Based	3202861.0000	NULL	3747504.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1986	GFEBS	GFEBS	N06	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	1556384.5492	2008	2013	Facilities and Construction	809294.0000	NULL	1556384.5492	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1987	NAVY ERP	NAVY ERP	N08	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	605549008.0747	2006	2018	Electronics, Comms, & Sensors	145042174.8516	IBM	309245046.8287	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1988	JMPS	JMPS	N09	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	69626652.6939	2010	2018	Electronics, Comms, & Sensors	11819175.6320	L3 COMMUNICATIONS	54091638.0778	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1989	CCIC2S	CCIC2S	N11	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	117944334.3108	2011	2018	Electronics, Comms, & Sensors	27385470.7500	GENERAL DYNAMICS	102902281.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1990	GCSS-MC	GCSS-MC	N12	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	86173263.5308	2011	2018	Electronics, Comms, & Sensors	45286908.5314	ORACLE	47253767.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1991	BCS-M	BCS-M	N15	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	948744.5000	2009	2009	Electronics, Comms, & Sensors	948744.5000	NULL	948744.5000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1992	BIOMETRICS	BIOMETRICS	N16	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	52397393.2645	2008	2018	Electronics, Comms, & Sensors	24182898.7500	LEIDOS	45926454.3438	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1993	CITS	CITS	N17	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	101070419.4691	2008	2018	Electronics, Comms, & Sensors	50024033.3439	GENERAL DYNAMICS	56029123.2853	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1994	DADS	DADS	N18	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	1575097.1003	2008	2018	Other R&D and Knowledge Based	589808.0000	NULL	1572988.5002	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1995	DCAPES	DCAPES	N19	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	28959133.9823	2007	2015	Electronics, Comms, & Sensors	12511208.0000	CSC GOVERNMENT SOLUTIONS	23231970.1680	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1996	DEAMS	DEAMS	N20	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	4160563.6123	2008	2013	Other R&D and Knowledge Based	1750567.2032	NULL	3378352.0782	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1997	GCCS-AF	GCCS-AF	N21	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	510204718.2204	2007	2018	Electronics, Comms, & Sensors	82519330.8100	RAYTHEON	240592504.5010	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1998	GCSS-CC/JTF	GCSS-CC/JTF	N22	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	160985.6119	2010	2016	Electronics, Comms, & Sensors	144657.1719	NULL	145438.6119	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1999	N23	NULL	N23	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	33414.4800	2013	2013	Electronics, Comms, & Sensors	33414.4800	NULL	33414.4800	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2001	KMI	KMI	N26	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	9646019.5234	2008	2018	Electronics, Comms, & Sensors	4361908.6484	NULL	6083394.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2002	LMP	LMP	N27	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	4894812.2813	2008	2012	Land Vehicles	3998562.2500	NULL	4894812.2813	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2004	NEMAIS	NEMAIS	N29	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	6479470.8206	2008	2015	Electronics, Comms, & Sensors	3516081.7170	SAIC	4295883.9770	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2005	TDC	TDC	N30	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	82342419.8834	2008	2018	Electronics, Comms, & Sensors	33526558.0000	NORTHROP GRUMMAN	63157455.6949	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2006	SBN 	NULL	SBN 	NULL	2017-04-14 13:06:09.3330000	Automated stats update byCSIS\GSanders	NULL	Ships & Submarines	0.0000	2009	2015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2007	SBP 	NULL	SBP 	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Ships & Submarines	227893478.9766	2000	2016	Ships & Submarines	61998240.0000	TODD SHIPYARDS	93564092.5967		1	NULL	0	NULL	NULL	NULL	NULL	NULL
2008	SCY 	NULL	SCY 	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ships & Submarines	3011238873.6619	2000	2018	Ships & Submarines	653966045.0000	LOCKHEED MARTIN	1435545813.7294	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2009	SUBMARINE SSN-688	SUBMARINE SSN-688	SDI	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ships & Submarines	1671582158.0000	1989	2015	Ships & Submarines	835156000.0000	NEWPORT NEWS SHIPBUILDING [NORTHROP GRUMMAN]	1205190949.0000	NULL	NULL	NULL	1	NULL	SSN-688	NULL	NULL	NULL
2010	SUBMARINE NUCLEAR - SSN	SUBMARINE NUCLEAR - SSN	SDN	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ships & Submarines	10041673381.2188	2000	2018	Ships & Submarines	1618205653.0000	GENERAL DYNAMICS	9598372867.2188	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
2011	SDR 	NULL	SDR 	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ships & Submarines	576851926.0000	2000	2015	Ships & Submarines	178002640.0000	GENERAL DYNAMICS	576851926.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2012	SF	NULL	SF	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Ships & Submarines	0.0000	2011	2015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2013	SJS 	NULL	SJS 	NULL	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	Ships & Submarines	0.0000	2011	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2014	BRAC ACTIVITIES	BRAC ACTIVITIES	ZBC	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Facilities and Construction	3204120817.6815	2000	2018	Facilities and Construction	516662294.5312	NULL	888174950.3548	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2015	ZBL	NULL	ZBL	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	1	NULL	8580746425.8526	2001	2018	Aircraft	877539578.9513	BOEING	1869714865.8292	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2016	DERP	DERP	ZDE	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Facilities and Construction	3876644277.9979	2000	2018	Facilities and Construction	436314155.0000	NULL	1376935460.1195	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2017	HURRICANE KATRINA	HURRICANE KATRINA	ZHK	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Facilities and Construction	4595910749.4561	2005	2017	Facilities and Construction	3219017479.6321	NULL	1297407135.1945	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2018	HURRICANE RITA	HURRICANE RITA	ZHR	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Facilities and Construction	465147118.0234	2005	2012	Facilities and Construction	411304785.8125	NULL	292207112.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2020	RSA DINING FACILITY 	RSA DINING FACILITY 	ZRS	NULL	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Facilities and Construction	705273669.8429	2009	2018	Facilities and Construction	103530331.9181	NULL	705262770.1027	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2021	EPA SUPERFUND	EPA SUPERFUND	ZSE	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Facilities and Construction	2682583340.7671	2000	2018	Facilities and Construction	227393566.0000	NULL	982012763.4706	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2028	NATO AGS/NATO JSTARS	NATO AGS/NATO JSTARS	*AGS	1	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	0	679	NULL
2030	AEGIS SM-3 Block IIA Co-D	AEGIS SM-3 Block IIA Co-Development	*IIA	1	2016-04-25 21:22:55.1570000	CSIS\GSanders	NULL	Missile Defense	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2031	155mm Lightweight Towed H	155mm Lightweight Towed Howitzer	*777	1	2016-04-25 21:22:55.1570000	CSIS\GSanders	NULL	Land Vehicles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2032	205	NULL	205	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	313817291.9711	2015	2018	Missile Defense	172394491.6172	RAYTHEON	272435080.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
2033	384	NULL	384	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	400112219.3873	2015	2018	Missile Defense	258096914.5938	RAYTHEON	326303103.5500	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
