ProjectID	ProjectName	ProjectPrettyName	ProjectAbbreviation	IsJointDevelopmentCaseStudy	CSISmodifiedDate	CSISmodifiedBy	IsPerformanceBasedLogistics	PlatformPortfolio	ObligatedAmount	MinOfFiscalYear	MaxOfFiscalYear	TopPlatformPortfolio	TopPlatformPortfolioObligatedAmount	TopParentID	TopParentIDObligatedAmount	Notes	IsUnknown	WasUncategorizedMissilesOrSpaceSystem	IsUninvestigated	IsRemotelyOperated	RANDID	IsParentProjectID	ParentProjectID	IDAID	IsUnidentified
1521	EVOLVED EXPENDABLE LV PRO	EVOLVED EXPENDABLE LV PROGRAM	3CLL	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Space Systems	476151208	2000	2001	NA	394871360.0000	BOEING	475168544	NA	0	NA	1	NA	NA	NA	NA	NA	0
1522	CGM/HGM-16 ATLAS	CGM/HGM-16 ATLAS	3CMA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	129214444	1990	1996	NA	25748000.0000	GENERAL DYNAMICS	100057658	NA	0	NA	1	NA	NA	NA	NA	NA	0
1524	H/LGM 25 TITAN	H/LGM 25 TITAN	3CMC	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	760246560.75	1990	2016	NA	201776755.0000	LOCKHEED	352841914	NA	0	NA	1	NA	NA	NA	NA	NA	0
1527	ADM-20 QUAIL	ADM-20 QUAIL	3CMJ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	24385861	1990	2003	Ordnance and Missiles	11048527.0000	TEXTRON	10987913	NA	0	NA	1	NA	NA	NA	NA	NA	0
1529	AGM-28 HOUND DOG	AGM-28 HOUND DOG	3CML	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Aircraft	166000	1991	1991	Aircraft	166000.0000	NA	166000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1530	AGM-65 MAVERICK	AGM-65 MAVERICK	3CMN	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	894320662	1990	2011	Ordnance and Missiles	325700000.0000	GENERAL MOTORS	443158047	NA	0	NA	1	NA	NA	1	NA	NA	0
1531	AGM-69 SRAM(SHT RG ATTK M	AGM-69 SRAM(SHT RG ATTK MSL)	3CMS	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	269733560	1990	2000	Ordnance and Missiles	86138722.0000	BOEING	265869669	NA	0	NA	1	NA	NA	NA	NA	NA	0
1532	LGM-30 MINUTEMAN	LGM-30 MINUTEMAN	3CMU	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	2970126430.5205	1990	2011	Ordnance and Missiles	316633515.0000	TRW [NORTHROP GRUMMAN]	1049532440	NA	0	NA	1	NA	NA	NA	NA	NA	0
1533	AGM-80 VIPER	AGM-80 VIPER	3CMV	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	5184856	1990	1993	Ordnance and Missiles	3091785.0000	BOEING	5235397	NA	0	NA	1	NA	NA	NA	NA	NA	0
1534	3CNA	NA	3CNA	NA	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	Aircraft	187098	1995	1995	NA	187098.0000	NA	187098	NA	1	NA	1	NA	NA	NA	NA	NA	1
1535	XQM-94	XQM-94	3CNE	NA	2017-06-23 10:33:36.2600000	CSIS\GSanders	NA	Aircraft	-27000	1991	1991	NA	-27000.0000	NA	-27000	NA	0	NA	0	NA	NA	NA	NA	NA	0
1536	ZAGM-86	ZAGM-86	3CNF	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	231944667.29	1990	2010	Ordnance and Missiles	127595000.0000	BOEING	213332969	NA	0	NA	1	NA	NA	NA	NA	NA	0
1537	AIM-97	AIM-97	3CNG	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
1538	MX-MISSILE	MX-MISSILE	3CNJ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1349630200	1990	2003	Ordnance and Missiles	1067553000.0000	ROCKWELL	473533823	NA	0	NA	1	NA	NA	NA	NA	NA	0
1539	IUS FULL SCALE DEVELOP SY	IUS FULL SCALE DEVELOP SYS	3CNL	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Space Systems	985438783	1990	2003	NA	165906000.0000	BOEING	984057783	NA	0	NA	1	NA	IUS	NA	NA	NA	0
1541	SPACE DEF SYSTEM 64406F	SPACE DEF SYSTEM 64406F	3CNN	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Space Systems	74980194.1303	1991	2010	Space Systems	38883000.0000	GRUMMAN	17549000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1542	SPACE SHUTTLE 64411F	SPACE SHUTTLE 64411F	3CNP	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Space Systems	42092461.6586	1990	2011	Space Systems	13805183.0000	BOEING	16059390	NA	0	NA	1	NA	NA	NA	NA	NA	0
1543	ASMS ADV STRATEGIC MSL SY	ASMS ADV STRATEGIC MSL SYS	3CNQ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Space Systems	575192418	1990	2003	Space Systems	88064794.0000	NA	92541162	NA	0	NA	1	NA	NA	NA	NA	NA	0
1545	SICBM SM INT BALL MSL	SICBM SM INT BALL MSL	3CNT	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	668625754	1990	2000	Space Systems	282056000.0000	HERCULES	115692369	NA	0	NA	1	NA	NA	NA	NA	NA	0
1547	PEACEKEEPER MISSILE	PEACEKEEPER MISSILE	3CNV	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1307427064.4375	1990	2009	Ordnance and Missiles	202527255.0000	ROCKWELL	407938853	NA	0	NA	1	NA	NA	NA	NA	NA	0
1549	TACIT RAINBOW MISSILE	TACIT RAINBOW MISSILE	3CNZ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	389512	1992	1992	NA	389512.0000	NORTHROP GRUMMAN	389512	NA	0	NA	1	NA	NA	NA	NA	NA	0
1550	TITAN IV LAUNCH VEH PROGR	TITAN IV LAUNCH VEH PROGRAM	3CPA	NA	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Space Systems	10028384759.3711	1990	2011	NA	1345450000.0000	LOCKHEED MARTIN	4908818896.3711	NA	0	NA	1	NA	NA	NA	NA	NA	0
1551	ADVANCED CRUISE MISSILE	ADVANCED CRUISE MISSILE	3CPB	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1105274	1992	1992	Ordnance and Missiles	1105274.0000	General Motors	773810	NA	0	NA	1	NA	NA	NA	NA	NA	0
1552	PEACEKEEPER RAIL GARRISON	PEACEKEEPER RAIL GARRISON	3CPC	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	77944837	1991	1999	Ordnance and Missiles	52090000.0000	ROCKWELL	59215704	NA	0	NA	1	NA	NA	NA	NA	NA	0
1553	AGM-129/A ADV CRUISE MISS	AGM-129/A ADV CRUISE MISSILE	3CPF	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	81960249	1994	2003	Ordnance and Missiles	20793259.0000	NA	32938870	NA	0	NA	1	NA	NA	NA	NA	NA	0
1554	PWN-11 PROBE	PWN-11 PROBE	3CRN	NA	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	Ordnance and Missiles	3961552	1991	1992	NA	3396000.0000	NA	3961552	NA	0	NA	1	NA	NA	NA	NA	NA	0
1556	BUS 28 PAX	BUS 28 PAX	3DBC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	45000	1991	1991	Land Vehicles	45000.0000	NA	45000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1557	CLEANER RUNWAY/STREET	CLEANER RUNWAY/STREET	3DBE	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Facilities and Construction	5955698	1990	1998	Facilities and Construction	1020800.0000	NA	5955698	NA	0	NA	1	NA	NA	NA	NA	NA	0
1558	SEDAN 4 DR 4X2	SEDAN 4 DR 4X2	3DBF	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	5236443	1990	2001	Land Vehicles	2063929.0000	NA	5236443	NA	0	NA	1	NA	NA	NA	NA	NA	0
1559	ARMORED VEHICLE	ARMORED VEHICLE	3DBI	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Land Vehicles	5865533	1991	1992	Land Vehicles	3543000.0000	NA	5865533	NA	0	NA	1	NA	NA	NA	NA	NA	0
1560	CRANE 750 TON	CRANE 750 TON	3DEA	NA	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Facilities and Construction	-84391	1992	1999	Facilities and Construction	330000.0000	LOCKHEED	330000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1561	SEMI TRAILER 20 TON	SEMI TRAILER 20 TON	3DIA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	862434	1991	1997	Land Vehicles	352176.0000	NA	862434	NA	0	NA	1	NA	NA	NA	NA	NA	0
1562	INDUSTRIAL WHEELED	INDUSTRIAL WHEELED	3DKA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Facilities and Construction	74000	1990	1991	Facilities and Construction	42000.0000	NA	74000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1563	AIRCRAFT TOW MB-2	AIRCRAFT TOW MB-2	3DKC	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Land Vehicles	19951347	1991	2003	Land Vehicles	6220948.0000	NA	14800622	NA	0	NA	1	NA	NA	NA	NA	NA	0
1564	AIRCRAFT TOW MB-4	AIRCRAFT TOW MB-4	3DKD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	4627871	1991	1997	Land Vehicles	2430900.0000	NA	4627871	NA	0	NA	1	NA	NA	NA	NA	NA	0
1565	TOW FLIGHTLINE	TOW FLIGHTLINE	3DKE	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	69669465	1990	2003	Aircraft	12308658.0000	NA	62268734		0	NA	0	NA	NA	NA	NA	NA	0
1566	CRASH P-2	CRASH P-2	3DNA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	2734000	1990	1991	Land Vehicles	2527000.0000	NA	2702000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1567	CRASH P-4	CRASH P-4	3DNB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Facilities and Construction	111000	1991	1991	Facilities and Construction	111000.0000	OSHKOSH	111000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1568	LOADER A/C 40K	LOADER A/C 40K	3DNC	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	1428111	1991	2003	Aircraft	438129.0000	UNITED INDUSTRIAL	729153		0	NA	0	NA	NA	NA	NA	NA	0
1569	CARGO 1/2 TON 4X2	CARGO 1/2 TON 4X2	3DNF	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	404872	1991	1992	Land Vehicles	376000.0000	NA	404872	NA	0	NA	1	NA	NA	NA	NA	NA	0
1570	CARGO 3/4 TON 4X4	CARGO 3/4 TON 4X4	3DNG	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	178191	1992	1992	Land Vehicles	178191.0000	NA	178191	NA	0	NA	1	NA	NA	NA	NA	NA	0
1571	PANEL 1 TON 4X2	PANEL 1 TON 4X2	3DNH	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	172000	1992	1996	Land Vehicles	145600.0000	NA	172000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1572	TANK FUEL R-9 5000 GAL	TANK FUEL R-9 5000 GAL	3DNK	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	17605720	1990	2003	Land Vehicles	6855697.0000	NA	17534335	NA	0	NA	1	NA	NA	NA	NA	NA	0
1573	PICKUP 1/2 TON 4X2	PICKUP 1/2 TON 4X2	3DNP	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	253000	1990	1992	Electronics, Comms, & Sensors	145000.0000	NA	253000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1574	FIRE HIGH CAPACITY	FIRE HIGH CAPACITY	3DNQ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	16715000	1990	1991	Land Vehicles	10418000.0000	NA	15788000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1575	TANK LIQUID NITROGEN C-5	TANK LIQUID NITROGEN C-5	3DPB	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Land Vehicles	2694316	1991	1995	Land Vehicles	2396058.0000	NA	2694316	NA	0	NA	1	NA	NA	NA	NA	NA	0
1576	FORKLIFT 4000 LB	FORKLIFT 4000 LB	3DPD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Facilities and Construction	97966	1991	1992	Facilities and Construction	65966.0000	NA	97966	NA	0	NA	1	NA	NA	NA	NA	NA	0
1577	FORKLIFT 6000 LB	FORKLIFT 6000 LB	3DPE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Facilities and Construction	322801	1991	2003	Facilities and Construction	135653.0000	NA	218613	NA	0	NA	1	NA	NA	NA	NA	NA	0
1578	FORKLIFT 10,000 LB	FORKLIFT 10,000 LB	3DPF	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	34595320	1991	1997	Land Vehicles	24381000.0000	NA	34147735	NA	0	NA	1	NA	NA	NA	NA	NA	0
1579	CRASH P-10	CRASH P-10	3DPH	NA	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	361715	1991	1992	Aircraft	323000.0000	NA	361715		0	NA	0	NA	NA	NA	NA	NA	0
1580	LOADER A/C 25K	LOADER A/C 25K	3DPJ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Facilities and Construction	31069257	1991	2002	Facilities and Construction	10912000.0000	NA	28530151	NA	0	NA	1	NA	NA	NA	NA	NA	0
1581	TRACTOR 5 TON	TRACTOR 5 TON	3DPM	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Facilities and Construction	36000	1991	1991	Facilities and Construction	36000.0000	NA	36000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1582	CARGO UTILITY 1/2 TON 4X2	CARGO UTILITY 1/2 TON 4X2	3DPS	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	225000	1991	1991	Land Vehicles	225000.0000	NA	225000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1583	LIFT MJ-1B	LIFT MJ-1B	3DPV	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	235732	1991	1996	Aircraft	165000.0000	NA	235732		0	NA	0	NA	NA	NA	NA	NA	0
1584	MULTISTOP 1-T	MULTISTOP 1-T	3DPX	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Land Vehicles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
1586	GPU-5A 3UMM POD	GPU-5A 3UMM POD	3EBB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1159941	1992	2002	Ordnance and Missiles	527544.0000	NA	683700	NA	0	NA	1	NA	NA	NA	NA	NA	0
1587	GAU-5 MACHINE GUN	GAU-5 MACHINE GUN	3EBC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	2408954	1991	2003	Ordnance and Missiles	1163550.0000	NA	2408954	NA	0	NA	1	NA	NA	NA	NA	NA	0
1588	81MM MORTAR	81MM MORTAR	3EBE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1842709	1991	1993	Ordnance and Missiles	1384754.0000	GENERAL ELECTRIC	1863505	NA	0	NA	1	NA	NA	NA	NA	NA	0
1589	9 MM HANDGUN	9 MM HANDGUN	3EBF	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	39159	1992	1992	Ordnance and Missiles	39159.0000	NA	39159	NA	0	NA	1	NA	NA	NA	NA	NA	0
1590	AGM-62/A WALLEYE	AGM-62/A WALLEYE	3FAA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	2761752	1991	1992	Electronics, Comms, & Sensors	2730000.0000	HONEYWELL	2730000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1591	E-O BOMB GUIDANCE KIT	E-O BOMB GUIDANCE KIT	3FAH	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	67000	1991	1991	Ordnance and Missiles	67000.0000	NA	35000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1592	MK-82 500 LB	MK-82 500 LB	3FAL	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	11908993	1993	2003	Ordnance and Missiles	5556311.0000	NA	7980015	NA	0	NA	1	NA	NA	NA	NA	NA	0
1593	38 CALIBER	38 CALIBER	3FBF	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	843607	1992	1992	Ordnance and Missiles	843607.0000	NA	843607	NA	0	NA	1	NA	NA	NA	NA	NA	0
1594	3FBU	NA	3FBU	NA	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	Ordnance and Missiles	654500	1993	1993	NA	654500.0000	NA	654500	NA	1	NA	1	NA	NA	NA	NA	NA	1
1595	IMPULSE ARD-863-1	IMPULSE ARD-863-1	3FCS	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1937192	1993	2003	Ordnance and Missiles	1310383.0000	NA	1593342	NA	0	NA	1	NA	NA	NA	NA	NA	0
1596	BDU-38 PRACTICE	BDU-38 PRACTICE	3FIB	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	967000	1990	1990	Ordnance and Missiles	967000.0000	NA	967000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1597	GBU-15	GBU-15	3FIC	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	391617006	1990	2003	Ordnance and Missiles	107039785.0000	ROCKWELL	160018264	NA	0	NA	1	NA	NA	NA	NA	NA	0
1598	BSU-50 AIR INFLATE RETARD	BSU-50 AIR INFLATE RETARD	3FIE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	3035810	1991	1997	Ordnance and Missiles	2969810.0000	NA	3035810	NA	0	NA	1	NA	NA	NA	NA	NA	0
1599	CBU-89 TMD/GATOR	CBU-89 TMD/GATOR	3FIG	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	318514	1991	1994	NA	184365.0000	NA	318514	NA	0	NA	1	NA	NA	NA	NA	NA	0
1600	BIGEYE	BIGEYE	3FII	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Facilities and Construction	148000	1990	1990	Facilities and Construction	148000.0000	NA	148000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1601	CAS	CAS	3FIK	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Facilities and Construction	1424000	1991	1991	Facilities and Construction	1424000.0000	NA	1424000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1602	FMU-113/B	FMU-113/B	3FKB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	62358	1992	1995	Ordnance and Missiles	31575.0000	NA	62358	NA	0	NA	1	NA	NA	NA	NA	NA	0
1603	FMU-124	FMU-124	3FKM	NA	2019-04-13 13:09:01.8733333	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	2381000	1990	1991	Ordnance and Missiles	1408000.0000	LORAL SPACE	1448000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1604	FMU-130	FMU-130	3FKR	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	36610	1992	1992	NA	36610.0000	NA	36610	NA	0	NA	1	NA	NA	NA	NA	NA	0
1605	AN/AFQ-137	AN/AFQ-137	3GAA	NA	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	29379914	1990	2000	Electronics, Comms, & Sensors	12209494.0000	LOCKHEED	24923568	NA	0	NA	1	NA	NA	NA	NA	NA	0
1606	AN/TSW-7 AIR CENTR CNTRL	AN/TSW-7 AIR CENTR CNTRL SYS	3GAC	NA	2017-06-23 16:49:55.5070000	Brian and Ravi update implemented by CSIS\GSanders	NA	Electronics, Comms, & Sensors	33031303	1992	1996	NA	9099354.0000	ARINC [Carlyle Group]	32973784		0	NA	0	NA	NA	NA	NA	NA	0
1607	GEODSS	GEODSS	3GAD	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Space Systems	64147309	1990	2003	Space Systems	16570458.0000	PRC 	62142785	NA	0	NA	1	NA	NA	NA	NA	NA	0
1608	AN/ALQ-135	AN/ALQ-135	3GAE	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	715568145	1990	2003	Electronics, Comms, & Sensors	188655000.0000	NORTHROP GRUMMAN	656309552	NA	0	NA	1	NA	NA	NA	NA	NA	0
1609	AN/ALQ-122 ECM SYS	AN/ALQ-122 ECM SYS	3GAF	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	28135269	1990	2011	Electronics, Comms, & Sensors	9482687.0000	NORTHROP GRUMMAN	16689063	NA	0	NA	1	NA	NA	NA	NA	NA	0
1610	AN/ALQ-155	AN/ALQ-155	3GAG	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	29077469	1990	2003	Electronics, Comms, & Sensors	9117837.0000	LITTON [NORTHROP GRUMMAN]	10561318	NA	0	NA	1	NA	NA	NA	NA	NA	0
1611	AN/ALR-46	AN/ALR-46	3GAH	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	9483471	1990	2003	Electronics, Comms, & Sensors	13076000.0000	LITTON [NORTHROP GRUMMAN]	6592810	NA	0	NA	1	NA	NA	NA	NA	NA	0
1612	AN/ALQ-131	AN/ALQ-131	3GAI	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	433883848	1990	2010	Electronics, Comms, & Sensors	107968000.0000	WESTINGHOUSE	140245413	NA	0	NA	1	NA	NA	NA	NA	NA	0
1613	NAVSTAR	NAVSTAR	3GAJ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Space Systems	3113809893	1990	2003	Space Systems	342657661.0000	ROCKWELL	847788087	NA	0	NA	1	NA	NA	NA	NA	NA	0
1615	AN/DLQ-3B ECM SET	AN/DLQ-3B ECM SET	3GAO	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	1710000	1990	1990	Electronics, Comms, & Sensors	1710000.0000	NA	1710000	NA	0	NA	1	NA	NA	NA	NA	NA	0
1616	AN/ALR-62 COUNTERMEASURES	AN/ALR-62 COUNTERMEASURES	3GAQ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	102272041	1990	2003	Electronics, Comms, & Sensors	79755000.0000	NA	92042500	NA	0	NA	1	NA	NA	NA	NA	NA	0
1617	AN/ALR-31 ELEC COUNTERMEA	AN/ALR-31 ELEC COUNTERMEASUR	3GAR	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	2539141	1990	2002	Electronics, Comms, & Sensors	714131.0000	NA	1355237	NA	0	NA	1	NA	NA	NA	NA	NA	0
1618	GSSI GRND SUP SYS INTEG	GSSI GRND SUP SYS INTEG	3GAT	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	122509174	1990	2003	Electronics, Comms, & Sensors	38948000.0000	NA	76216461	NA	0	NA	1	NA	NA	NA	NA	NA	0
1619	AN/ALQ-119	AN/ALQ-119	3GAU	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	796519687	1990	2003	Electronics, Comms, & Sensors	184942000.0000	RAYTHEON	718047040	NA	0	NA	1	NA	NA	NA	NA	NA	0
