vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
2100	W91NGY	0126 AV BN  03 CO E F SP GSAB	1	0126 AV BN  03 CO E FWD SPT	0	Office.OfficeID	
2100	W91NH0	0224 AV BN  01 CO A SECURITY&	1	0224 AV BN  01 CO A	0	Office.OfficeID	
2100	W91NHM	0224 AV BN  01 CO A SECURITY	1	0224 AV BN  01 CO A SECURITY&	1	Office.OfficeID	
2100	W91NJL	0008 PO BN     POTF 800 CMDSEC	1	XR 0008 PO BN     POTF 800 CMDSEC	0	Office.OfficeID	
2100	W91NK0	W6KE AMSA 18 MARANA AZ	1	W6KE AMSA 18 FT HUACHUCA AZ	0	Office.OfficeID	
2100	W91NKC	0563 CS BN     TM T1	1	0563 CS BN     CO ASB MED ASB	0	Office.OfficeID	
2100	W91NLT	0005 AD BN  04 CO E MAINTENANC	1	0005 AD BN  04 E BTY REAR DET	1	Office.OfficeID	
2100	W91NLU	"2D SQUADRON, 3D CAVALRY REGIMENT CO"	3	0003 IN BN  02 CO E RIFLE SBCT	1	Office.OfficeID	
2100	W91NLV	0003 IN BN  02 INF REAR DET	3	3 AR RGT 02 TROOP F	0	Office.OfficeID	
2100	W91NLY	0003 IN BN  03 CO J RIFLE SBCT	2	0003 IN BN  03 INF REAR DET	1	Office.OfficeID	
2100	W91NLZ	0003 IN BN  03 CO K RIFLE SBCT	2	0003 IN BN  03 INF REAR DET	1	Office.OfficeID	
2100	W91NM0	0003 IN BN  03 CO L RIFLE SBCT	2	0003 IN BN  03 INF REAR DET	1	Office.OfficeID	
2100	W91NMU	0003 IN BN  03 HHC INFANTRY BN	2	0003 IN BN  03 INF HHC DET	1	Office.OfficeID	
2100	W91NMX	0006 AV SQ  01 TRP C ATTACK RE	1	0006 AR RGT 01  C TRP REAR DET	0	Office.OfficeID	
2100	W91NMY	0006 AV SQ  01 TRP D AVIATION	2	0006 AV SQ  01 TRP D AVN MAINT	1	Office.OfficeID	
2100	W91NN2	0003 CS BN     CO A DISTRIBUTI	1	0003 CS BN     REAR DET	1	Office.OfficeID	
2100	W91NN4	0003 CS BN     REAR DET	1	0003 CS SQ     MED CO C	0	Office.OfficeID	
2100	W91NN7	0003 IN BN  01 CO A RIFLE SBCT	2	0003 IN BN  01 INF REAR DET	1	Office.OfficeID	
2100	W91NN8	0003 IN BN  01 CO B RIFLE SBCT	2	0003 IN BN  01 INF REAR DET	1	Office.OfficeID	
2100	W91NN9	0003 IN BN  01 CO C RIFLE SBCT	2	0003 IN BN  01 INF REAR DET	1	Office.OfficeID	
2100	W91NNE	W6A4 US ARMY ACCESSIONS CMD	1	W6A4 HQS U.S. ACCESSIONS CMD	1	Office.OfficeID	
2100	W91NNF	0003 HQ HQ     ARCENT DJIBOUTI	1	0000 HQ HQ     ARCENT DJIBOUTI	0	Office.OfficeID	
2100	W91NNL	0321 FA BN  03 BTY A HIMARS	1	0321 FA RGT 03 BTY A 155T FIRE	0	Office.OfficeID	
2100	W91NNQ	0321 FA BN  03 BTY C 155T FIRE	1	0321 FA RGT 03 BTY C 155T FIRE	0	Office.OfficeID	
2100	W91NNZ	0870 MP CO     DET 2	1	XRS 0870 MP CO     DET 2	0	Office.OfficeID	
2100	W91NPT	W6HK AMC PBT ELEV	1	AMC PBT ELEV	0	Office.OfficeID	
2100	W91NPU	0021 EN BN     HHC HHC BRIGADE	1	0101 AB BDE 03 BSTB HHC	0	Office.OfficeID	
2100	W91NQ7	0592 OD CO     PLT U1 AMMO ORD	1	0592 OD CO     PLT U AMMO ORD	0	Office.OfficeID	
2100	W91NQD	W6HD AMC TPE BUEHRING	1	AMC PBT ELEV	0	Office.OfficeID	
2100	W91NQE	W6HJ AMC TPE ARIFJAN	1	AMC PBT ELEV	0	Office.OfficeID	
2100	W91NQQ	0033 AR SQ  01 HHT HHT RECONNA	2	0033 AR RGT 01 HHT RSTA SQDN	0	Office.OfficeID	
2100	W91NQZ	0004 AR SQ  06 RECONNAISSANCE	1	0004 AR RGT 06 SQDN  CAV RGT	0	Office.OfficeID	
2100	W91NR1	0033 AR SQ  01 TRP C RECON TRP	1	0033 AR RGT 01 TRP C DSMNT RCN	0	Office.OfficeID	
2100	W91NR2	0033 AR SQ  01 TRP B MOTORIZED	1	0033 AR SQ  01 TRP B MOTOR REC	1	Office.OfficeID	
2100	W91NRC	0033 AR SQ  01 TRP C DISMOUNTE	1	0033 AR SQ  01 TRP C RECON TRP	1	Office.OfficeID	
2100	W91NRM	W91G PUERTO RICO REC&RET	1	W777 PR ARNG REC RET DET	0	Office.OfficeID	
2100	W91NRQ	W91G PUERTO RICO REC&RET	1	W91G  PUERTO RICO REC  RET	1	Office.OfficeID	
2100	W91NRZ	W0GR A CO 120TH AG BN	1	W2MK CO A 120TH AG BN RCPT	0	Office.OfficeID	
2100	W91NSA	0626 CS BN     CO F FORWARD SU	1	0626 CS BN     CO F FWD SPT CO	1	Office.OfficeID	
2100	W91NSY	0104 AV BN  02 CO C AIR AMBL U	1	0104 AV BN  02 CO C AIR AMBL H	0	Office.OfficeID	
2100	W91NT3	0153 PI DET    PUBLIC AFFAIRS	1	0104 AV BN  02 CO C AIR AMBL H	0	Office.OfficeID	
2100	W91NT7	0508 MP HHC    HHC MP DETENTIO	1	0508 MP BN     HHC I R BN	0	Office.OfficeID	
2100	W91NT9	0153 MD DET    MEDICAL DETACHM	1	0153 MD DET    REAR DET	0	Office.OfficeID	
2100	W91NTA	0153 MD DET    MEDICAL DETACHM	1	0153 MD DET    REAR DET	0	Office.OfficeID	
2100	W91NTD	0053 CS BN     CO G FSC FA IBC	1	0053 CS BN     CO E FSC FA IBC	1	Office.OfficeID	
2100	W91NTH	0320 MP HHC    TM U3 DET I R E	1	0320 MP BN     REAR DET	0	Office.OfficeID	
2100	W91NTK	0104 AV BN  02 CO C MED CO AA	1	0104 AV BN  02 CO C AIR AMBL H	0	Office.OfficeID	
2100	W91NTN	0004 EN BN     HHC HHC ENGR BN	1	4TH ENGINEER BATTALION HHC	1	Office.OfficeID	
2100	W91NU2	"5TH BATTALION, 5TH AIR DEFENSE ARTI"	1	0005 AD BN  05 BN REAR DET	0	Office.OfficeID	
2100	W91NUC	0017 AV SQ  02 ATTACK RECON SQ	1	0017 AV RGT 02  HOME DET	0	Office.OfficeID	
2100	W91NUF	291ST SUPPORT DETACHMENT	1	0291 HQ DET    DIGITAL LIAISON	1	Office.OfficeID	
2100	W91NUJ	0310 MP HHC    MP BN I-R	1	0310 MP BN     HHC	1	Office.OfficeID	
2100	W91NV6	W4T3 SOTF-A SOF FLD TNG TEAM	1	W4T3 CJSOTF-A FTT	0	Office.OfficeID	
2100	W91NVD	123D SUPPORT BATTALION	1	0121 CS BN      REAR DET	0	Office.OfficeID	
2100	W91NVH	0215 CS BN     CO D FORWARD SP	1	0215 CS BN     CO D REAR DET	0	Office.OfficeID	
2100	W91NW0	0215 CS BN     CO J FWD SPT CO	3	0215 CS BN     CO E REAR DET	0	Office.OfficeID	
2100	W91NW1	0215 CS BN     CO J FWD SPT CO	1	0215 CS BN     CO E REAR DET	0	Office.OfficeID	
2100	W91NW3	0215 CS BN     BSB REAR DET	1	0215 CS BN     CO F REAR DET	0	Office.OfficeID	
2100	W91NW4	0215 CS BN     CO H FORWARD SU	2	0215 CS BN     CO F REAR DET	0	Office.OfficeID	
2100	W91NW5	0215 CS BN     BSB REAR DET	1	0215 CS BN     CO F REAR DET	0	Office.OfficeID	
2100	W91NW9	0101 IN HHC 02 HHC 2BCT	1	0101 AB BDE 02 HHC INF BCT	0	Office.OfficeID	
2100	W91NWF	W91D OKLAHOMA REC&RET	1	0834 CS BN     CO B	0	Office.OfficeID	
2100	W91NWX	0015 CS HHC    HHC AND SPECIAL	1	0015 CS BDE    HQ SUST BDE	0	Office.OfficeID	
2100	W91NXX	0113 CS BN     CO E FORWARD SU	1	113 CS BN     CO E	0	Office.OfficeID	
2100	W91NY8	W6HK AMC PBT ELEV	1	AMC PBT ELEV	0	Office.OfficeID	
2100	W91NYC	W27P PEO EIS FT DETRICK MD	1	XR W27P PEO EIS FT DETRICK MD	0	Office.OfficeID	
2100	W91NYM	0007 SF BN  02 CO C SFODB 7230	1	0007 SF GRP    CO C SFODB 7230	0	Office.OfficeID	
2100	W91NYT	W908 NEW MEXICO REC&RET	1	W908  NEW MEXICO REC  RET	1	Office.OfficeID	
2100	W91NZ1	0705 OD CO     ORDNANCE COMPAN	1	0705 OD CO     DET EXPLOS DISP	0	Office.OfficeID	
2100	W91NZ3	1186 MP CO     MP COMPANY	1	PRM1186 MP CO     GUARD	0	Office.OfficeID	
2100	W91NZ4	W91Q SOUTH DAKOTA REC  RET	3	W91Q SOUTH DAKOTA REC&RET	1	Office.OfficeID	
2100	W91NZ6	SOUTH DAKOTA MEDICAL DETACHMENT	1	W8ZY SD ARNG MED DET	1	Office.OfficeID	
2100	W91NZD	W6HJ AMC TPE ARIFJAN	1	AMC PBT ELEV	0	Office.OfficeID	
2100	W91NZH	0626 CS BN     CO D FORWARD SU	1	0626 CS BN     CO D FORWARD SP	1	Office.OfficeID	
2100	W91NZK	0626 CS BN     CO D FORWARD SP	1	0626 CS BN     CO CFSC RSTA	0	Office.OfficeID	
2100	W91NZU	0626 CS BN     CO G FORWARD SU	1	0626 CS BN     CO G FWD SPT CO	1	Office.OfficeID	
2100	W91NZV	W6HK AMC PBT ELEV	1	AMC PBT ELEV	0	Office.OfficeID	
2100	W91NZW	0626 CS BN     CO G FWD SPT CO	2	0626 CS BN     CO E FSC INF	0	Office.OfficeID	
2100	W91NZZ	0626 CS BN     CO H FORWARD SU	1	0626 CS BN     CO H FWD SPT CO	1	Office.OfficeID	
2100	W91P03	1462 TC CO     TRANS MDM TRK C	1	1072 OD CO     MAINT NONDIV DS	0	Office.OfficeID	
2100	W91P05	1072 OD CO     SUPPORT MAINT C	1	1072 OD CO     MAINT NONDIV DS	0	Office.OfficeID	
2100	W91P08	0212 MD DET    MEDICAL DETACHM	1	0212 MD DET    CBT STRESS CTRL	0	Office.OfficeID	
2100	W91P0B	0212 MD DET    MEDICAL DETACHM	1	0212 MD DET    CBT STRESS CTRL	0	Office.OfficeID	
2100	W91P0N	"HHD, 71ST ORDNANCE GROUP"	1	0071 OD GRP      REAR DET	0	Office.OfficeID	
2100	W91P0Q	W91D OKLAHOMA REC&RET	1	XRSW777 OK ARNG REC RET DET	0	Office.OfficeID	
2100	W91P0W	0249 MD CO     AIR AMBL UH-1V	1	XRN 0249 MD CO     AIR AMBL  UH 1V	0	Office.OfficeID	
2100	W91P0X	0249 MD CO     AIR AMBL UH-1V	1	PRM0249 MD CO     AIR AMBL  UH 1V	0	Office.OfficeID	
2100	W91P0Z	0677 EN TM     ENGR FFTG TM -	1	0677 EN TM     FFTG FIRE TRK	0	Office.OfficeID	
2100	W91P10	0249 MD CO     AIR AMBL UH-1V	1	0249 MD CO     AIR AMBL  UH 1V	0	Office.OfficeID	
2100	W91P12	0059 EN CO     MOBILITY AUGMEN	2	0059 EN CO     REAR DET	0	Office.OfficeID	
2100	W91P13	"HHD, 71ST ORDNANCE GROUP"	2	0071 OD GRP      REAR DET	0	Office.OfficeID	
2100	W91P1B	USA CCDC CHEMICAL BIOLOGICAL CENTER	1	W6JR EDGEWOOD CHEM BIO CENTER	1	Office.OfficeID	
2100	W91P1F	0000 AR BN     DIV STB WO SCO	1	0001 AR BN     STB REAR	1	Office.OfficeID	
2100	W91P1G	0823 EN PLT    QUARRY PLATOON	1	PRM0823 EN TM     QUARRY TEAMS	0	Office.OfficeID	
2100	W91P1T	0000 AR BN     HHC STB DIV	1	0001 AR BN     HHC REAR	1	Office.OfficeID	
2100	W91P20	0005 SF BN  01 SFODC 51	1	XR 0005 SF GRP    SOTF 51	0	Office.OfficeID	
2100	W91P23	0005 SF BN  01 SOTF 51 HQ CMDT	1	0005 SF GRP    SOTF 51 HQ CMDT	0	Office.OfficeID	
2100	W91P24	0005 SF BN  01 SOTF 51 HQ CMDT	1	0005 SF GRP    SOTF 51 HQ CMDT	0	Office.OfficeID	
2100	W91P2F	0001 AR HQ     CO A OPS CO HHB	1	0001 AR BN     HHC REAR	0	Office.OfficeID	
2100	W91P2K	0059 EN CO     REAR DET	2	0059 EN CO     MOB AUG CO (MAC	1	Office.OfficeID	
2100	W91P2N	0010 SF BN  02 CO A SFODB0210	2	0010 SF GRP    CO A SFODB 0210	0	Office.OfficeID	
2100	W91P2P	0510 EN CO     CLEARANCE COMPA	1	0510 EN CO     REAR	1	Office.OfficeID	
2100	W91P2S	0010 SF BN  02 CO C SFODB 0230	1	0010 SF GRP    CO C SFODB 0230	0	Office.OfficeID	
2100	W91P39	0000 AR BN     HHC STB DIV	1	0001 AR BN     HHC REAR	1	Office.OfficeID	
2100	W91P3H	0076 AG BND    OF BAND DS	1	0076 AG BND    ARMY	0	Office.OfficeID	
2100	W91P3K	0005 SF BN  03 CO C SFODB 5330	1	PR 0005 SF GRP    CO C SFODB 5330	0	Office.OfficeID	
2100	W91P3X	0551 MP CO     MP COMPANY	1	0551 MP CO     COMBAT SUPPORT	0	Office.OfficeID	
2100	W91P47	0121 IN BN  01 CO D WEAPONS CO	1	0121 IN BN  01 CO D WPN CO IBC	1	Office.OfficeID	
2100	W91P4A	0227 AV BN  04 CO A ATTACK REC	1	0227 AV RGT 04 CO A REAR DET	0	Office.OfficeID	
2100	W91P4C	0111 AV BN  01 CO C DET 1 REAR	2	0832 MD CO     MED CO  AIR AMB	0	Office.OfficeID	
2100	W91P4T	0003 IN BN  02 CO G RIFLE SBCT	2	0003 IN BN  02 INF REAR DET	1	Office.OfficeID	
2100	W91P4V	0003 IN HHC    REAR DET	1	0003 IN HHC    HEADQUARTERS AN	1	Office.OfficeID	
2100	W91P4W	0089 CM CO	1	0089 CM CO     CML CO ACR	0	Office.OfficeID	
2100	W91P59	"1ST BATTALION, 77TH ARMORED REGIMEN"	2	0077 AR RGT 01 REAR DET	0	Office.OfficeID	
2100	W91P5B	0227 AV BN  04 CO B ATTACK REC	1	0227 AV RGT 04 CO B REAR DET	0	Office.OfficeID	
2100	W91P5F	0328 EN CO     TM A FLD MNT	1	W47A USARC SARSS CAO OPERATION	0	Office.OfficeID	
2100	W91P5H	0227 AV BN  04 CO C ATTACK REC	1	0227 AV RGT 04 CO C REAR DET	0	Office.OfficeID	
2100	W91P5R	0296 CS BN     CO A BDE SUPPOR	1	0296 CS BN     CO A REAR DET	0	Office.OfficeID	
2100	W91P5S	0020 IN BN  05 CO A RIFLE SBCT	2	0020 IN BN  05 A CO REAR DET	0	Office.OfficeID	
2100	W91P61	0227 AV BN  04 CO E F SP GSAB	1	0227 AV RGT 04 CO E REAR DET	0	Office.OfficeID	
2100	W91P6C	0035 SC BN     CO A REAR DET	1	0035 SC BN     COA AREA SIG CO	0	Office.OfficeID	
2100	W91P6L	W6DV PEO M&S REDSTONE	1	W6DV REDSTONE	0	Office.OfficeID	
2100	W91P6W	916TH SUPPORT BRIGADE C CO MED CO (	1	XR W1J8 USA AIR AMBU DET FT IRWIN	0	Office.OfficeID	
2100	W91P6X	0062 EN CO     SAPPER COMPANY	1	0062 EN CO         REAR DET	0	Office.OfficeID	
2100	W91P6Z	0351 OD CO     PLT A3 AMMO ORD	1	0351 OD CO     PLT U AMMO ORD	0	Office.OfficeID	
2100	W91P71	0140 AV BN  03 CO C SECURITY&	1	XRN0140 AV BN  03 CO C RECON	0	Office.OfficeID	
2100	W91P7M	1744TH TRANSPORTATION COMPANY	2	1744 TC CO     TRANS MDM TRK C	1	Office.OfficeID	
2100	W91P7V	0105 AR SQ  01 TRP A MOTOR REC	1	0105 AR SQ  01 TRP A MOTORIZED	1	Office.OfficeID	
2100	W91P7X	0132 CS BN     CO G FORWARD SU	1	0132 CS BN     CO G FSC FA IBC	1	Office.OfficeID	
2100	W91P7Y	0132 CS BN     CO D FORWARD SP	1	0132 CS BN     CO D FSC RSTA	0	Office.OfficeID	
2100	W91P7Z	0132 CS BN     CO D FORWARD SU	1	0132 CS BN     CO D FSC FA IBC	1	Office.OfficeID	
2100	W91P86	0105 AR SQ  01 TRP C DISMOUNTE	1	0105 AR SQ  01 TRP C RECON TRP	1	Office.OfficeID	
2100	W91P8A	0032 IN HHC    HHC AA REAR DET	2	"HHC, 32D INFANTRY BRIGADE COMBAT TE"	0	Office.OfficeID	
2100	W91P8C	0135 AV BN  02 CO E DET 2	2	0105 AR BDE    TRP E SIB	0	Office.OfficeID	
2100	W91P8F	0132 CS BN     CO F FSC FA IBC	1	0132 CS BN     CO F FS REAR	0	Office.OfficeID	
2100	W91P8G	0132 CS BN     CO E FSC FA IBC	1	0132 CS BN     CO E FORWARD SU	0	Office.OfficeID	
2100	W91P8N	W4GG ASV TACOM	1	W4GG PM ASV TACOM	0	Office.OfficeID	
2100	W91P8U	0723 SP CO     CO 197TH SPT C	1	0723 SP CO     HQ	0	Office.OfficeID	
2100	W91P8Z	0723 SP CO     CO 197TH SPT C	1	0723 SP CO     HQ	0	Office.OfficeID	
2100	W91P93	0816 SP CO     CO 195TH FWD S	1	0816 SP CO     HQ	0	Office.OfficeID	
2100	W91P9Q	0123 FA BN  02 HHB	1	0123 FA BN  02 HHSB 105MMT	0	Office.OfficeID	
2100	W91PA7	0022 IN BN  02 CONT A CO FWD	1	0022 IN BN  02 CO A RIFLE CO I	1	Office.OfficeID	
2100	W91PA8	0375 CM CO     PLT T1 CHEM HQS	1	0375 CM CO     HQ	0	Office.OfficeID	
2100	W91PA9	0375 CM CO     PLT T1 CHEM HQS	1	0375 CM CO     HQ	0	Office.OfficeID	
2100	W91PAC	0022 IN BN  02 CO B RIFLE CO I	1	0022 IN RGT 02 CO B RIFLE IN I	0	Office.OfficeID	
2100	W91PAK	0000 HQ HQ     ARCENT AAIR	1	0003 HQ HHC    ARCENT AAIR	0	Office.OfficeID	
2100	W91PB5	0022 IN BN  02 HHC FWD	1	0022 IN BN  02 HHC HHC INFANTR	1	Office.OfficeID	
2100	W91PBG	W6HF AMC PBT SEVEN	1	AMC PBT SEVEN	0	Office.OfficeID	
2100	W91PBT	0025 AV BN  01 CO A ATTACK REC	1	0159 AV BN  03 CO A ATTACK REC	1	Office.OfficeID	
2100	W91PBX	1132 EN TM     WELL DRILLING T	1	1132 EN TM     EQUIP OP TEAMS	0	Office.OfficeID	
2100	W91PC1	1133 EN TM     WELL DRILLING T	1	1133 EN TM     EQUIP OP REAR	0	Office.OfficeID	
2100	W91PC9	212TH MILITARY POLICE DETACHMENT	1	0212 MP DET    MP LAW ENFORCEM	1	Office.OfficeID	
2100	W91PCE	0159 AV BN  03 CO C ATTACK REC	2	0159 AV CO  03 ATK CO C	0	Office.OfficeID	
2100	W91PCF	0159 AV BN  03 CO B ATTACK REC	2	0159 AV CO  03 ATK CO B	0	Office.OfficeID	
2100	W91PCH	0025 AV BN  01 CO B ATTACK REC	1	0159 AV CO  03 ATK CO B	0	Office.OfficeID	
2100	W91PCJ	0159 AV BN  03 CO E F SP GSAB	1	0159 AV CO  03	0	Office.OfficeID	
2100	W91PCK	0159 AV BN  03 CO D AVN MAINTE	1	0159 AV CO  03 MAINT CO D	0	Office.OfficeID	
2100	W91PCL	0025 AV BN  01 CO E F SP GSAB	1	0159 AV BN  03 CO E F SP GSAB	1	Office.OfficeID	
2100	W91PCM	0025 AV BN  01 CO D AVN MAINTE	1	0159 AV BN  03 CO D AVN MAINTE	1	Office.OfficeID	
2100	W91PCP	0025 AV BN  01 CO D AVN MAINTE	1	0159 AV CO  03 MAINT CO D	0	Office.OfficeID	
2100	W91PCQ	0159 AV BN  03 CO E F SP GSAB	1	0159 AV CO  03	0	Office.OfficeID	
2100	W91PCW	0520 MD CO     MEDICAL COMPANY	1	0520 MD CO     AREA SUPPORT	0	Office.OfficeID	
2100	W91PCX	0520 MD CO     MEDICAL COMPANY	1	0520 MD CO     AREA SUPPORT	0	Office.OfficeID	
2100	W91PD3	0087 IN BN  01 C CO FWD	1	0087 IN RGT 01 BN CO C RIFLE	0	Office.OfficeID	
2100	W91PDG	145TH PUBLIC AFFAIRS DETACHMENT	2	0271 CS BN     HHC BSB FIRES B	0	Office.OfficeID	
2100	W91PDL	0087 IN BN  01 HHC FWD	1	0087 IN BN  01 HHC HHC INFANTR	1	Office.OfficeID	
2100	W91PDR	0087 IN BN  01 HHC HHC INFANTR	1	0087 IN RGT 01 BN HHC INF BCT	0	Office.OfficeID	
2100	W91PE9	193D MILITARY POLICE BATTALION	2	0193 MP HHC    INTERNMENT REAR	1	Office.OfficeID	
2100	W91PEB	0157 IN BN  01 INFANTRY BATTAL	1	0157 IN BN  01 IN BN IBCT	0	Office.OfficeID	
2100	W91PEH	0299 CS BN     CO F FORWARD SU	1	0299 CS BN     CO F FWD SPT CO	1	Office.OfficeID	
2100	W91PEY	0655 EN TM     ASPHALT TM	1	0655 EN DET    HOME DETACHMENT	0	Office.OfficeID	
2100	W91PF2	0132 CS BN     CO E FSC FA IBC	1	0132 CS BN     CO E FS REAR	0	Office.OfficeID	
2100	W91PF4	0007 EN BN     HHC HHC ENGR BN	1	0010 IN BDE 01 HHC BSTB	0	Office.OfficeID	
2100	W91PFA	0003 HQ HQ     COMMAND GRP	1	0000 HQ HQ     COMMAND GRP	0	Office.OfficeID	
2100	W91PFH	0132 CS BN     CO F FORWARD SU	1	0132 CS BN     CO F FSC FA IBC	1	Office.OfficeID	
2100	W91PG2	0320 CM CO     PLT A5 BIDS PLT	1	0320 CM CO     PLT A BIDS PLT	0	Office.OfficeID	
2100	W91PG3	0328 AG CO     PLT A2 HR PL	1	0328 AG CO     TM A2 R5 PLANS	0	Office.OfficeID	
2100	W91PGJ	312TH MEDICAL COMPANY	1	0312 MD CO     HOME DETACHMENT	1	Office.OfficeID	
2100	W91PGL	354TH MEDICAL COMPANY REAR DETACHME	1	0354 MD CO     LOGISTICS SUPPO	1	Office.OfficeID	
2100	W91PGM	0354 MD CO     LOGISTICS SUPPO	1	0354 MD CO     HOME DETACHMENT	0	Office.OfficeID	
2100	W91PH1	0285 AV BN  01 CO D AVN MAINTE	1	0285 AV BN  01 CO D	0	Office.OfficeID	
2100	W91PH2	W4P0 ASA (IE&E)	1	W4P0 ASA (IE E)	1	Office.OfficeID	
2100	W91PH5	0007 EN BN     CO A COMBAT ENG	1	0010 IN BDE 01 BN CO A ENGR	0	Office.OfficeID	
2100	W91PH7	0812 QM CO     SUBSIST SPT	1	0812 QM CO     SUPPLY DS	0	Office.OfficeID	
2100	W91PH9	0812 QM CO     SUBSIST SPT	1	0812 QM CO     SUPPLY DS	0	Office.OfficeID	
2100	W91PHA	0017 AV SQ  07 TRP C ATTACK RE	1	0017 AV SQ  07 TRP C ATK OH58D	0	Office.OfficeID	
2100	W91PHC	569TH ENGINEER COMPANY	2	0569 EN CO          REAR DET	0	Office.OfficeID	
2100	W91PHD	0576 EN CO     CLEARANCE COMPA	1	0576 EN CO         REAR DET	0	Office.OfficeID	
2100	W91PHE	0549 QM CO     FLD SVC MODULAR	1	PR 0549 QM CO     QUARTERMTR CO	0	Office.OfficeID	
2100	W91PHF	0101 AV BN  07 CO B HEAVY HELI	1	0101 AV BN  07 CO B HVY	0	Office.OfficeID	
2100	W91PHU	0115 OD CO     COMPONENT RPR C	1	XRT 0115 OD CO     MAINT GS	0	Office.OfficeID	
2100	W91PHW	0581 SC CO     DSST CP BEUHRIN	1	XR 0581 SC CO     DSST CP BEUHRIN	0	Office.OfficeID	
2100	W91PHZ	0007 EN BN     D CO FWD	1	0007 EN BN     CO D MI CO BCT	1	Office.OfficeID	
2100	W91PJ2	0533 CS BN     HHC HHC BSB MNV	1	0533 CS BN     HHC BSB MEB	0	Office.OfficeID	
2100	W91PJ4	0007 EN BN     CO C BRIGADE SI	1	0007 EN BN     CO C FWD	1	Office.OfficeID	
2100	W91PJB	0007 EN BN     CO C FWD	2	0010 IN BDE 01 BN CO C SIG NET	0	Office.OfficeID	
2100	W91PJH	0006 FA BN  03 BTY B FIRES BTY	1	0006 FA RGT 03 BB BTY B HOWTZR	0	Office.OfficeID	
2100	W91PJT	0151 AV BN  02 CO A SECURITY&	1	PRM0151 AV BN  02 CO A RECON	0	Office.OfficeID	
2100	W91PJY	0006 FA BN  03 HHB FWD	1	0006 FA BN  03 HHB HHB FIRES B	1	Office.OfficeID	
2100	W91PJZ	0151 AV BN  02 AVN SECURITY AN	1	XRS0151 AV BN  02 CO A RECON	0	Office.OfficeID	
2100	W91PK0	0006 FA BN  03 HHB HHB FIRES B	1	0006 FA RGT 03 BN  HHS 105T	0	Office.OfficeID	
2100	W91PK3	HHC 2D BATTALION 151ST AVIATION REG	2	0151 AV BN  02 HHC HHC AVN SEC	1	Office.OfficeID	
2100	W91PK5	0000 AR BN  04 HHC	1	0001 AR BN  04 HHC	0	Office.OfficeID	
2100	W91PK7	HHC 2D BATTALION 151ST AVIATION REG	1	0151 AV BN  02 HHC HHC AVN SEC	1	Office.OfficeID	
2100	W91PL6	0744 MP HHC    DET U2 INTERMNT	1	0744 MP BN     IR DET 1	0	Office.OfficeID	
2100	W91PLE	W8NZ NE ARNG AASF 1	1	NEARNG ARMY AVIATION SUPPORT FACILI	1	Office.OfficeID	
2100	W91PLF	0136 MP HHC    HHC MP DETENTIO	1	0136 MP HHC    HHCAA REAR DET	1	Office.OfficeID	
2100	W91PLG	0136 MP HHC    HHCAA REAR DET	1	0136 MP HHC    HHC MP DETENTIO	1	Office.OfficeID	
2100	W91PLM	0503 IN BN  02 CO D WPN CO IBC	2	0503 IN BN  02      D REAR DET	0	Office.OfficeID	
2100	W91PLP	0010 AG BND    MUSIC PERFORMAN	1	0010 AG BND    10 MTN DIV BND	0	Office.OfficeID	
2100	W91PLQ	0017 AV SQ  07 TRP D AVN MAINT	1	0017 AV SQ  07 TRP D	0	Office.OfficeID	
2100	W91PM2	0104 AV BN  02 CO E0 REAR DET	2	0104 AV BN  02 CO E ASSLT REAR	0	Office.OfficeID	
2100	W91PM3	0659 EN CO     PLT A2 HOR CONS	1	0659 EN CO     PLT A HOR CONST	0	Office.OfficeID	
2100	W91PM6	0010 CS BN     A CO FWD	1	0010 CS BN     CO A DIST BSB I	0	Office.OfficeID	
2100	W91PM8	0010 CS BN     CO A DISTRIBUTI	2	0010 CS BN     CO A DIST BSB I	0	Office.OfficeID	
2100	W91PMG	"3D BATTALION, 82D AVIATION REGIMENT"	2	0082 AV BN  03 A CO REAR DET	1	Office.OfficeID	
2100	W91PMY	0504 IN BN  02 CO B RIFLE CO I	1	0504 IN BN  02 CO B RIFLE ABN	0	Office.OfficeID	
2100	W91PN1	0505 IN BN  02 HHC FWD	1	0505 IN RGT 02 HHC INF BN	0	Office.OfficeID	
2100	W91PN3	0010 CS BN     B CO FWD	1	0010 CS BN     CO B FLD MT BSB	0	Office.OfficeID	
2100	W91PN4	0505 IN BN  02 CO A RIFLE CO I	1	0505 IN RGT 02 RIFLE CO A	0	Office.OfficeID	
2100	W91PND	0161 EN CO     ENGINEER SUPPOR	1	0161 EN CO     ENG SPT RCP ABN	0	Office.OfficeID	
2100	W91PNE	0306 MI BN      HSC DET	1	0214 AV RGT    HSC KAF	0	Office.OfficeID	
2100	W91PNG	0010 CS BN     CO B FWD	2	0010 CS BN     CO B FLD MT BSB	0	Office.OfficeID	
2100	W91PQQ	0407 AQ HHC    HQS ARMY FIELD	1	0407 AQ HHC    ARMY FLDSPT BDE	0	Office.OfficeID	
2100	W91PQR	0010 CS BN     CO D FWD	1	0010 CS BN     CO D FORWARD SP	1	Office.OfficeID	
