vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	1	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	1	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	1	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	1	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
idvagencyid	MaxOfNewFKparent_award_agency_name	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
H176	QUALITY CONTROL- BOOKS, MAPS, AND OTHER PUBLICATIONS	1	QUALITY CONT SV/BOOKS-MAPS-PUBS	0	FPDSTypeTable.ProductOrServiceCode
H177	QUALITY CONTROL- MUSICAL INST/PHONOGRAPH/HOME RADIO	1	QUALITY CONT SV/MUSIC INST-RADIO-TV	0	FPDSTypeTable.ProductOrServiceCode
H178	QUALITY CONTROL- RECREATIONAL AND ATHLETIC EQUIPMENT	1	QUALITY CONT SV/RECREATIONAL EQ	0	FPDSTypeTable.ProductOrServiceCode
H179	QUALITY CONTROL- CLEANING EQUIPMENT AND SUPPLIES	1	QUALITY CONT SV/CLEANING EQ	0	FPDSTypeTable.ProductOrServiceCode
H180	QUALITY CONTROL- BRUSHES, PAINTS, SEALERS, AND ADHESIVES	1	QUALITY CONT SV/BRUSH-PAINT-SEALER	0	FPDSTypeTable.ProductOrServiceCode
H181	QUALITY CONTROL- CONTAINERS, PACKAGING, AND PACKING SUPPLIES	1	QUALITY CONT SV/CONTAINER-PACKAGING	0	FPDSTypeTable.ProductOrServiceCode
H184	QUALITY CONTROL- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA	1	QUALITY CONT SV/CLOTH - INDIVID EQ	0	FPDSTypeTable.ProductOrServiceCode
H185	QUALITY CONTROL- TOILETRIES	1	QUALITY CONT SV/TOILETRIES	0	FPDSTypeTable.ProductOrServiceCode
H188	QUALITY CONTROL- LIVE ANIMALS	1	QUALITY CONT SV/LIVE ANIMALS	0	FPDSTypeTable.ProductOrServiceCode
H189	QUALITY CONTROL- SUBSISTENCE	1	QUALITY CONT SV/SUBSISTENCE	0	FPDSTypeTable.ProductOrServiceCode
H191	QUALITY CONTROL- FUELS, LUBRICANTS, OILS, AND WAXES	1	QUALITY CONT SV/FUEL-LUBRICANT-OIL	0	FPDSTypeTable.ProductOrServiceCode
H195	QUALITY CONTROL- METAL BARS, SHEETS, AND SHAPES	1	QUALITY CONT SV/METAL BARS & SHEETS	0	FPDSTypeTable.ProductOrServiceCode
H199	QUALITY CONTROL- MISCELLANEOUS	1	QUALITY CONT SV/MISC EQ	0	FPDSTypeTable.ProductOrServiceCode
H210	EQUIPMENT AND MATERIALS TESTING- WEAPONS	1	EQ TEST SVCS/WEAPONS	0	FPDSTypeTable.ProductOrServiceCode
H212	EQUIPMENT AND MATERIALS TESTING- FIRE CONTROL EQUIPMENT	1	EQ TEST SVCS/FIRE CONT EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H213	EQUIPMENT AND MATERIALS TESTING- AMMUNITION AND EXPLOSIVES	1	EQ TEST SVCS/AMMO & EXPLOSIVES	0	FPDSTypeTable.ProductOrServiceCode
H214	EQUIPMENT AND MATERIALS TESTING- GUIDED MISSILES	1	EQ TEST SVCS/GUIDED MISSILES	0	FPDSTypeTable.ProductOrServiceCode
H215	EQUIPMENT AND MATERIALS TESTING- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS	1	EQ TEST SVCS/AIRCRAFT	0	FPDSTypeTable.ProductOrServiceCode
H216	EQUIPMENT AND MATERIALS TESTING- AIRCRAFT COMPONENTS AND ACCESSORIES	1	EQ TEST SVCS/AIRCRAFT COMPONENTS	0	FPDSTypeTable.ProductOrServiceCode
H217	EQUIPMENT AND MATERIALS TESTING- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT	1	EQ TEST SVCS/AIRCRAFT GROUND EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H218	EQUIPMENT AND MATERIALS TESTING- SPACE VEHICLES	1	EQ TEST SVCS/SPACE VEHICLES	0	FPDSTypeTable.ProductOrServiceCode
H219	EQUIPMENT AND MATERIALS TESTING- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS	1	EQ TEST SVCS/SHIPS-SML CRAFT-DOCKS	0	FPDSTypeTable.ProductOrServiceCode
H220	EQUIPMENT AND MATERIALS TESTING- SHIP AND MARINE EQUIPMENT	1	EQ TEST SVCS/SHIP & MARINE EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H222	EQUIPMENT AND MATERIALS TESTING- RAILWAY EQUIPMENT	1	EQ TEST SVCS/RAILWAY EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H223	EQUIPMENT AND MATERIALS TESTING- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES	1	EQ TEST SVCS/VEHICLES-TRAILERS-CYC	0	FPDSTypeTable.ProductOrServiceCode
H224	EQUIPMENT AND MATERIALS TESTING- TRACTORS	1	EQ TEST SVCS/TRACTORS	0	FPDSTypeTable.ProductOrServiceCode
H225	EQUIPMENT AND MATERIALS TESTING- VEHICULAR EQUIPMENT COMPONENTS	1	EQ TEST SVCS/VEHICULAR EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H226	EQUIPMENT AND MATERIALS TESTING- TIRES AND TUBES	1	EQ TEST SVCS/TIRES & TUBES	0	FPDSTypeTable.ProductOrServiceCode
H228	EQUIPMENT AND MATERIALS TESTING- ENGINES, TURBINES, AND COMPONENTS	1	EQ TEST SVCS/ENGINES & TURBINES	0	FPDSTypeTable.ProductOrServiceCode
H229	EQUIPMENT AND MATERIALS TESTING- ENGINE ACCESSORIES	1	EQ TEST SVCS/ENGINE ACCESSORIES	0	FPDSTypeTable.ProductOrServiceCode
H230	EQUIPMENT AND MATERIALS TESTING- MECHANICAL POWER TRANSMISSION EQUIPMENT	1	EQ TEST SVCS/MECH POWER TRANS EQ	0	FPDSTypeTable.ProductOrServiceCode
H234	EQUIPMENT AND MATERIALS TESTING- METALWORKING MACHINERY	1	EQ TEST SVCS/METALWORK MACHINE	0	FPDSTypeTable.ProductOrServiceCode
H235	EQUIPMENT AND MATERIALS TESTING- SERVICE AND TRADE EQUIPMENT	1	EQ TEST SVCS/SERVICE & TRADE EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H236	EQUIPMENT AND MATERIALS TESTING- SPECIAL INDUSTRY MACHINERY	1	EQ TEST SVCS/SP INDUSTRY MACHINERY	0	FPDSTypeTable.ProductOrServiceCode
H237	EQUIPMENT AND MATERIALS TESTING- AGRICULTURAL MACHINERY AND EQUIPMENT	1	EQ TEST SVCS/AGRICULTURE MACHINE	0	FPDSTypeTable.ProductOrServiceCode
H238	EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT	1	EQ TEST SVCS/CONTRUCT EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H239	EQUIPMENT AND MATERIALS TESTING- MATERIALS HANDLING EQUIPMENT	1	EQ TEST SVCS/MATERIALS HANDLING EQ	0	FPDSTypeTable.ProductOrServiceCode
H240	EQUIPMENT AND MATERIALS TESTING- ROPE, CABLE, CHAIN, AND FITTINGS	1	EQ TEST SVCS/ROPE-CABLE-CHAIN	0	FPDSTypeTable.ProductOrServiceCode
H241	EQUIPMENT AND MATERIALS TESTING- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT	1	EQ TEST SVCS/REFRIGERATION - AC EQ	0	FPDSTypeTable.ProductOrServiceCode
H242	EQUIP/MATERIALS TESTING- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS	1	EQ TEST SVCS/FIRE-RESCUE-SAFETY EQ	0	FPDSTypeTable.ProductOrServiceCode
H243	EQUIPMENT AND MATERIALS TESTING- PUMPS AND COMPRESSORS	1	EQ TEST SVCS/PUMPS & COMPRESSORS	0	FPDSTypeTable.ProductOrServiceCode
H244	EQUIPMENT AND MATERIALS TESTING- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS	1	EQ TEST SVCS/FURNACE-NUCLEAR REAC	0	FPDSTypeTable.ProductOrServiceCode
H245	EQUIPMENT AND MATERIALS TESTING- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT	1	EQ TEST SVCS/PLUMBING-HEATING EQ	0	FPDSTypeTable.ProductOrServiceCode
H246	EQUIPMENT AND MATERIALS TESTING- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT	1	EQ TEST SVCS/WATER PURIFICATION EQ	0	FPDSTypeTable.ProductOrServiceCode
H247	EQUIPMENT AND MATERIALS TESTING- PIPE, TUBING, HOSE, AND FITTINGS	1	EQ TEST SVCS/PIPE-TUBING-HOSE	0	FPDSTypeTable.ProductOrServiceCode
H248	EQUIPMENT AND MATERIALS TESTING- VALVES	1	EQ TEST SVCS/VALVES	0	FPDSTypeTable.ProductOrServiceCode
H249	EQUIPMENT AND MATERIALS TESTING- MAINTENANCE AND REPAIR SHOP EQUIPMENT	1	EQ TEST SVCS/MAINT REPAIR SHOP EQ	0	FPDSTypeTable.ProductOrServiceCode
H251	EQUIPMENT AND MATERIALS TESTING- HAND TOOLS	1	EQ TEST SVCS/HAND TOOLS	0	FPDSTypeTable.ProductOrServiceCode
H252	EQUIPMENT AND MATERIALS TESTING- MEASURING TOOLS	1	EQ TEST SVCS/MEASURING TOOLS	0	FPDSTypeTable.ProductOrServiceCode
H253	EQUIPMENT AND MATERIALS TESTING- HARDWARE AND ABRASIVES	1	EQ TEST SVCS/HARDWARE & ABRASIVES	0	FPDSTypeTable.ProductOrServiceCode
H254	EQUIPMENT AND MATERIALS TESTING- PREFABRICATED STRUCTURES AND SCAFFOLDING	1	EQ TEST SVCS/PREFAB STRUCTURES	0	FPDSTypeTable.ProductOrServiceCode
H255	EQUIPMENT AND MATERIALS TESTING- LUMBER, MILLWORK, PLYWOOD, AND VENEER	1	EQ TEST SVCS/LUMBER & MILLWORK	0	FPDSTypeTable.ProductOrServiceCode
H256	EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION AND BUILDING MATERIALS	1	EQ TEST SVCS/CONTRUCT MATERIAL	0	FPDSTypeTable.ProductOrServiceCode
H258	EQUIPMENT AND MATERIALS TESTING- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT	1	EQ TEST SVCS/COMMUNICATION EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H259	EQUIPMENT AND MATERIALS TESTING- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS	1	EQ TEST SVCS/ELECT-ELCT EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H260	EQUIPMENT AND MATERIALS TESTING- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES	1	EQ TEST SVCS/FIBER OPTICS MATERIAL	0	FPDSTypeTable.ProductOrServiceCode
H261	EQUIPMENT AND MATERIALS TESTING- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT	1	EQ TEST SVCS/POWER DISTRIBUTION EQ	0	FPDSTypeTable.ProductOrServiceCode
H262	EQUIPMENT AND MATERIALS TESTING- LIGHTING FIXTURES AND LAMPS	1	EQ TEST SVCS/LIGHTING FIXTURES	0	FPDSTypeTable.ProductOrServiceCode
H263	EQUIPMENT AND MATERIALS TESTING- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS	1	EQ TEST SVCS/ALARM & SIGNAL SYSTEM	0	FPDSTypeTable.ProductOrServiceCode
H265	EQUIPMENT AND MATERIALS TESTING- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES	1	EQ TEST SVCS/MEDICAL-DENTAL-VET EQ	0	FPDSTypeTable.ProductOrServiceCode
H266	EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT	1	EQ TEST SVCS/INSTRUMENTS & LAB EQ	0	FPDSTypeTable.ProductOrServiceCode
H267	EQUIPMENT AND MATERIALS TESTING- PHOTOGRAPHIC EQUIPMENT	1	EQ TEST SVCS/PHOTOGRAPHIC EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H268	EQUIPMENT AND MATERIALS TESTING- CHEMICALS AND CHEMICAL PRODUCTS	1	EQ TEST SVCS/CHEMICAL PRODUCTS	0	FPDSTypeTable.ProductOrServiceCode
H269	EQUIPMENT AND MATERIALS TESTING- TRAINING AIDS AND DEVICES	1	EQ TEST SVCS/TRAINING AIDS-DEVICES	0	FPDSTypeTable.ProductOrServiceCode
H270	EQUIPMENT AND MATERIALS TESTING- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT	1	EQ TEST SVCS/ADP EQUIP & SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H271	EQUIPMENT AND MATERIALS TESTING- FURNITURE	1	EQ TEST SVCS/FURNITURE	0	FPDSTypeTable.ProductOrServiceCode
H272	EQUIPMENT AND MATERIALS TESTING- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES	1	EQ TEST SVCS/HOUSEHOLD FURNISHINGS	0	FPDSTypeTable.ProductOrServiceCode
H273	EQUIPMENT AND MATERIALS TESTING- FOOD PREPARATION AND SERVING EQUIPMENT	1	EQ TEST SVCS/FOOD PREP-SERVING EQ	0	FPDSTypeTable.ProductOrServiceCode
H274	EQUIPMENT/MATERIALS TESTING- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT	1	EQ TEST SVCS/OFFICE MACHINES	0	FPDSTypeTable.ProductOrServiceCode
H275	EQUIPMENT AND MATERIALS TESTING- OFFICE SUPPLIES AND DEVICES	1	EQ TEST SVCS/OFFICE SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H276	EQUIPMENT AND MATERIALS TESTING- BOOKS, MAPS, AND OTHER PUBLICATIONS	1	EQ TEST SVCS/BOOKS-MAPS-PUBS	0	FPDSTypeTable.ProductOrServiceCode
H277	EQUIPMENT AND MATERIALS TESTING- MUSICAL INST/PHONOGRAPH/HOME RADIO	1	EQ TEST SVCS/MUSICAL INST-RADIO-TV	0	FPDSTypeTable.ProductOrServiceCode
H278	EQUIPMENT AND MATERIALS TESTING- RECREATIONAL AND ATHLETIC EQUIPMENT	1	EQ TEST SVCS/RECREATIONAL EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H279	EQUIPMENT AND MATERIALS TESTING- CLEANING EQUIPMENT AND SUPPLIES	1	EQ TEST SVCS/CLEANING EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H280	EQUIPMENT AND MATERIALS TESTING- BRUSHES, PAINTS, SEALERS, AND ADHESIVES	1	EQ TEST SVCS/BRUSHES-PAINTS-SEALER	0	FPDSTypeTable.ProductOrServiceCode
H281	EQUIPMENT AND MATERIALS TESTING- CONTAINERS, PACKAGING, AND PACKING SUPPLIES	1	EQ TEST SVCS/CONTAINERS-PACKAGING	0	FPDSTypeTable.ProductOrServiceCode
H283	EQUIPMENT AND MATERIALS TESTING- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS	1	EQ TEST SVCS/TEXTILES-LEATHER-FURS	0	FPDSTypeTable.ProductOrServiceCode
H284	EQUIPMENT AND MATERIALS TESTING- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA	1	EQ TEST SVCS/CLOTHING - INDIVID EQ	0	FPDSTypeTable.ProductOrServiceCode
H287	EQUIPMENT AND MATERIALS TESTING- AGRICULTURAL SUPPLIES	1	EQ TEST SVCS/AGRICULTURAL SUPPLIES	0	FPDSTypeTable.ProductOrServiceCode
H288	EQUIPMENT AND MATERIALS TESTING- LIVE ANIMALS	1	EQ TEST SVCS/LIVE ANIMALS	0	FPDSTypeTable.ProductOrServiceCode
H289	EQUIPMENT AND MATERIALS TESTING- SUBSISTENCE	1	EQ TEST SVCS/SUBSISTENCE	0	FPDSTypeTable.ProductOrServiceCode
H291	EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES	1	EQ TEST SVCS/FUELS-LUBRICANTS-OILS	0	FPDSTypeTable.ProductOrServiceCode
H293	EQUIPMENT AND MATERIALS TESTING- NONMETALLIC FABRICATED MATERIALS	1	EQ TEST SVCS/NONMETALIC FAB MAT	0	FPDSTypeTable.ProductOrServiceCode
H294	EQUIPMENT AND MATERIALS TESTING- NONMETALLIC CRUDE MATERIALS	1	EQ TEST SVCS/NONMETALIC CRUDE MAT	0	FPDSTypeTable.ProductOrServiceCode
H295	EQUIPMENT AND MATERIALS TESTING- METAL BARS, SHEETS, AND SHAPES	1	EQ TEST SVCS/METAL BARS & SHEETS	0	FPDSTypeTable.ProductOrServiceCode
H296	EQUIPMENT AND MATERIALS TESTING- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS	1	EQ TEST SVCS/ORES & MINERALS	0	FPDSTypeTable.ProductOrServiceCode
H299	EQUIPMENT AND MATERIALS TESTING- MISCELLANEOUS	1	EQ TEST SVCS/MISC EQUIP	0	FPDSTypeTable.ProductOrServiceCode
H310	INSPECTION- WEAPONS	1	INSPECT SVCS/WEAPONS	0	FPDSTypeTable.ProductOrServiceCode
H312	INSPECTION- FIRE CONTROL EQUIPMENT	1	INSPECT SVCS/FIRE CONT EQ	0	FPDSTypeTable.ProductOrServiceCode
H313	INSPECTION- AMMUNITION AND EXPLOSIVES	1	INSPECT SVCS/AMMO & EXPLOSIVES	0	FPDSTypeTable.ProductOrServiceCode
H315	INSPECTION- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS	1	INSPECT SVCS/AIRCRAFT	0	FPDSTypeTable.ProductOrServiceCode
H316	INSPECTION- AIRCRAFT COMPONENTS AND ACCESSORIES	1	INSPECT SVCS/AIRCRAFT COMPONENTS	0	FPDSTypeTable.ProductOrServiceCode
H317	INSPECTION- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT	1	INSPECT SVCS/AIRCRAFT GROUND EQ	0	FPDSTypeTable.ProductOrServiceCode
H318	INSPECTION- SPACE VEHICLES	1	INSPECT SVCS/SPACE VEHICLES	0	FPDSTypeTable.ProductOrServiceCode
H319	INSPECTION- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS	1	INSPECT SVCS/SHIPS-SML CRAFT-DOCKS	0	FPDSTypeTable.ProductOrServiceCode
H320	INSPECTION- SHIP AND MARINE EQUIPMENT	1	INSPECT SVCS/SHIP & MARINE EQ	0	FPDSTypeTable.ProductOrServiceCode
H322	INSPECTION- RAILWAY EQUIPMENT	1	INSPECT SVCS/RAILWAY EQ	0	FPDSTypeTable.ProductOrServiceCode
H323	INSPECTION- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES	1	INSPECT SVCS/VEHICLES-TRAILERS-CYC	0	FPDSTypeTable.ProductOrServiceCode
H324	INSPECTION- TRACTORS	1	INSPECT SVCS/TRACTORS	0	FPDSTypeTable.ProductOrServiceCode
H325	INSPECTION- VEHICULAR EQUIPMENT COMPONENTS	1	INSPECT SVCS/VEHICULAR EQ	0	FPDSTypeTable.ProductOrServiceCode
H326	INSPECTION- TIRES AND TUBES	1	INSPECT SVCS/TIRES & TUBES	0	FPDSTypeTable.ProductOrServiceCode
H328	INSPECTION- ENGINES, TURBINES, AND COMPONENTS	1	INSPECT SVCS/ENGINES & TURBINES	0	FPDSTypeTable.ProductOrServiceCode
H330	INSPECTION- MECHANICAL POWER TRANSMISSION EQUIPMENT	1	INSPECT SVCS/MECH POWER TRANS EQ	0	FPDSTypeTable.ProductOrServiceCode
H331	INSPECTION- BEARINGS	1	INSPECT SVCS/BEARINGS	0	FPDSTypeTable.ProductOrServiceCode
H332	INSPECTION- WOODWORKING MACHINERY AND EQUIPMENT	1	INSPECT SVCS/WOODWORKING MACHINE	0	FPDSTypeTable.ProductOrServiceCode
H335	INSPECTION- SERVICE AND TRADE EQUIPMENT	1	INSPECT SVCS/SERVICE & TRADE EQ	0	FPDSTypeTable.ProductOrServiceCode
H336	INSPECTION- SPECIAL INDUSTRY MACHINERY	1	INSPECT SVCS/SP INDUSTRY MACHINERY	0	FPDSTypeTable.ProductOrServiceCode
H337	INSPECTION- AGRICULTURAL MACHINERY AND EQUIPMENT	1	INSPECT SVCS/AGRICULTURE MACHINE	0	FPDSTypeTable.ProductOrServiceCode
H338	INSPECTION- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT	1	INSPECT SVCS/CONTRUCT EQ	0	FPDSTypeTable.ProductOrServiceCode
H339	INSPECTION- MATERIALS HANDLING EQUIPMENT	1	INSPECT SVCS/MATERIALS HANDLING EQ	0	FPDSTypeTable.ProductOrServiceCode
H340	INSPECTION- ROPE, CABLE, CHAIN, AND FITTINGS	1	INSPECT SVCS/ROPE-CABLE-CHAIN	0	FPDSTypeTable.ProductOrServiceCode
H341	INSPECTION- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT	1	INSPECT SVCS/REFRIGERATION - AC EQ	0	FPDSTypeTable.ProductOrServiceCode
H342	INSPECTION- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS	1	INSPECT SVCS/FIRE-RESCUE-SAFETY EQ	0	FPDSTypeTable.ProductOrServiceCode
H343	INSPECTION- PUMPS AND COMPRESSORS	1	INSPECT SVCS/PUMPS & COMPRESSORS	0	FPDSTypeTable.ProductOrServiceCode
H344	INSPECTION- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS	1	INSPECT SVCS/FURNACE-NUCLEAR REAC	0	FPDSTypeTable.ProductOrServiceCode
H345	INSPECTION- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT	1	INSPECT SVCS/PLUMBING-HEATING EQ	0	FPDSTypeTable.ProductOrServiceCode
H346	INSPECTION- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT	1	INSPECT SVCS/WATER PURIFICATION EQ	0	FPDSTypeTable.ProductOrServiceCode
H347	INSPECTION- PIPE, TUBING, HOSE, AND FITTINGS	1	INSPECT SVCS/PIPE-TUBING-HOSE	0	FPDSTypeTable.ProductOrServiceCode
H348	INSPECTION- VALVES	1	INSPECT SVCS/VALVES	0	FPDSTypeTable.ProductOrServiceCode
H349	INSPECTION- MAINTENANCE AND REPAIR SHOP EQUIPMENT	1	INSPECT SVCS/MAINT REPAIR SHOP EQ	0	FPDSTypeTable.ProductOrServiceCode
H351	INSPECTION- HAND TOOLS	1	INSPECT SVCS/HAND TOOLS	0	FPDSTypeTable.ProductOrServiceCode
H352	INSPECTION- MEASURING TOOLS	1	INSPECT SVCS/MEASURING TOOLS	0	FPDSTypeTable.ProductOrServiceCode
H353	INSPECTION- HARDWARE AND ABRASIVES	1	INSPECT SVCS/HARDWARE & ABRASIVES	0	FPDSTypeTable.ProductOrServiceCode
H354	INSPECTION- PREFABRICATED STRUCTURES AND SCAFFOLDING	1	INSPECT SVCS/PREFAB STRUCTURES	0	FPDSTypeTable.ProductOrServiceCode
H355	INSPECTION- LUMBER, MILLWORK, PLYWOOD, AND VENEER	1	INSPECT SVCS/LUMBER & MILLWORK	0	FPDSTypeTable.ProductOrServiceCode
H356	INSPECTION- CONSTRUCTION AND BUILDING MATERIALS	1	INSPECT SVCS/CONTRUCT MATERIAL	0	FPDSTypeTable.ProductOrServiceCode
H358	INSPECTION- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT	1	INSPECT SVCS/COMMUNICATION EQ	0	FPDSTypeTable.ProductOrServiceCode
H359	INSPECTION- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS	1	INSPECT SVCS/ELECT-ELCT EQ	0	FPDSTypeTable.ProductOrServiceCode
H360	INSPECTION- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES	1	INSPECT SVCS/FIBER OPTICS	0	FPDSTypeTable.ProductOrServiceCode
H361	INSPECTION- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT	1	INSPECT SVCS/POWER DISTRIBUTION EQ	0	FPDSTypeTable.ProductOrServiceCode
H362	INSPECTION- LIGHTING FIXTURES AND LAMPS	1	INSPECT SVCS/LIGHTING FIXTURES	0	FPDSTypeTable.ProductOrServiceCode
H363	INSPECTION- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS	1	INSPECT SVCS/ALARM & SIGNAL SYSTEM	0	FPDSTypeTable.ProductOrServiceCode
H365	INSPECTION- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES	1	INSPECT SVCS/MEDICAL-DENTAL-VET EQ	0	FPDSTypeTable.ProductOrServiceCode
H366	INSPECTION- INSTRUMENTS AND LABORATORY EQUIPMENT	1	INSPECT SVCS/INSTRUMENTS & LAB EQ	0	FPDSTypeTable.ProductOrServiceCode
