vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AIA	ANGUILLA	1	AIA	ANGUILLA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ATA	ANTARCTICA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	2	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CAF	CENTRAL AFRICAN REPUBLIC	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUB	CUBA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ERI	ERITREA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FLK	FALKLAND ISLANDS (ISLAS MALVINAS)	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GBR	UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN	1	GBR	UNITED KINGDOM	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	2	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GNQ	EQUATORIAL GUINEA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IRN	IRAN	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KIR	KIRIBATI	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	2	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LBY	LIBYA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LCA	SAINT LUCIA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MAC	MACAU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MCO	MONACO	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MSR	MONTSERRAT	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NCL	NEW CALEDONIA	1	NCL	NEW CALEDONIA [FRANCE]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
RUS	RUSSIAN FEDERATION	1	RUS	RUSSIA	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SPM	SAINT PIERRE AND MIQUELON	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TCA	TURKS AND CAICOS ISLANDS	1	TCA	TURKS AND CAICOS ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TKL	TOKELAU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TKM	TURKMENISTAN	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TUV	TUVALU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TWN	TAIWAN, PROVINCE OF CHINA	1	TWN	Taiwan	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
USA	UNITED STATES OF AMERICA	1	USA	UNITED STATES	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VCT	SAINT VINCENT AND THE GRENADINES	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	2	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZZZ	NONDISTRIBUTED	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
systemequipmentcode	MaxOfNewFKdod_acquisition_program_description	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
W91DVJ	0154 TC CO     COMP TRK CO HVY	1	NULL	0	Office.ContractingOfficeCode
W91DVM	0201 EN BN     HHC HHC ENGR BN	1	NULL	0	Office.ContractingOfficeCode
W91DVQ	0011 AR BN  01 HHC HHC, TK BN	1	XU 0011 AR RGT 01 HHT 1ST SQD	0	Office.ContractingOfficeCode
W91DVT	0011 IN BN  02 CO E RFL IN BN	1	XU 0011 AR RGT 02 TP E	0	Office.ContractingOfficeCode
W91DVZ	0011 IN BN  02 CO G TANK CO TA	1	XU 0011 AR RGT 02 TP G	0	Office.ContractingOfficeCode
W91DW1	0000 HQ HQ     ARCENT BAGRAM 1	1	NULL	0	Office.ContractingOfficeCode
W91DW6	0000 HQ HQ     ARCENT KANDAHAR	1	NULL	0	Office.ContractingOfficeCode
W91DW7	0000 HQ HQ     ARCENT KANDAHAR	1	NULL	0	Office.ContractingOfficeCode
W91DWA	0183 AR SQ  02 TRP C RECON TRP	2	NULL	0	Office.ContractingOfficeCode
W91DWD	1638 TC CO     TRANS MDM TRK C	2	1638 TC CO     5000 GAL	0	Office.ContractingOfficeCode
W91DWF	1638 TC CO     5000 GAL REAR	1	1638 TC CO     TRANS MDM TRK C	1	Office.ContractingOfficeCode
W91DWG	0252 OD CO     SUPPORT MAINTEN	2	PRM 0252 OD PLT    PWR GEN EQ REP	0	Office.ContractingOfficeCode
W91DWL	0190 TC HHD    HHD TRANS MOTOR	1	XRQ 0190 TC HHD    HHD TRANS MOTOR	0	Office.ContractingOfficeCode
W91DWM	0190 TC HHD    HHD TRANS MOTOR	1	NULL	0	Office.ContractingOfficeCode
W91DWP	W173 MEPS COLUMBUS	1	XR W173 MEPS COLUMBUS	0	Office.ContractingOfficeCode
W91DWS	0011 IN BN  02 CO H TANK CO TA	1	PU 0011 AR RGT 02 CO H	0	Office.ContractingOfficeCode
W91DWU	W4EL MEPS SAN DIEGO	1	XR W4EL MEPS SAN DIEGO	0	Office.ContractingOfficeCode
W91DWV	0011 IN BN  02 CO H TANK CO TA	1	XU 0011 AR RGT 02 CO H	0	Office.ContractingOfficeCode
W91DWZ	0011 IN BN  02 CO H TANK CO TA	1	XU 0011 AR RGT 02 CO H	0	Office.ContractingOfficeCode
W91DX3	0000 HQ HQ     ARCENT KANDAHAR	1	NULL	0	Office.ContractingOfficeCode
W91DX4	0801 QM TM     QM PETRL LIAISO	1	0801 QM TM     PETRL LIAISON	0	Office.ContractingOfficeCode
W91DXS	0011 IN BN  02 HHC HHC INF BN	1	XU 0011 AR RGT 02 HHT 2ST SQD	0	Office.ContractingOfficeCode
W91DXY	0000 HQ HQ     ARCENT OEF QATA	1	NULL	0	Office.ContractingOfficeCode
W91DY0	0000 HQ HQ     ARCENT KAND 2	1	NULL	0	Office.ContractingOfficeCode
W91DY5	0151 JA DET    TM T1 LEGAL SPT	1	0151 JA TM     HQS TM 1	0	Office.ContractingOfficeCode
W91DY6	0307 CM CO     PLT T1 CHEM HQS	1	0307 CM CO     BIO DET	0	Office.ContractingOfficeCode
W91DY8	0219 SB HHC    HHC BFSB BDE	1	0219 MI BDE     HHC BF SB	0	Office.ContractingOfficeCode
W91DY9	0219 SB HHC    HHC BFSB BDE	1	NULL	0	Office.ContractingOfficeCode
W91DYC	0279 IN BN  01 CO C FWD 2	1	0180 IN BN  01 CO C  FWD 2	0	Office.ContractingOfficeCode
W91DYJ	0030 SC HHD    HHD STRAT SIG B	1	XR 0030 SC BN     HHD (STRAT)	0	Office.ContractingOfficeCode
W91DYQ	0011 AR HHC    HHC HVY SEP BDE	1	XU 0011 AR HHC    HVY BDE ARMOR	0	Office.ContractingOfficeCode
W91DZ3	0325 MI BN     CO C CI HUMINT	1	0325 MI BN     CO C	0	Office.ContractingOfficeCode
W91DZ4	0362 EN CO     MULTIROLE BRIDG	1	NULL	0	Office.ContractingOfficeCode
W91DZ5	0362 EN CO     MULTIROLE BRIDG	1	0362 EN CO     MULTIROLE BRDG	0	Office.ContractingOfficeCode
W91DZ7	0362 EN CO     MULTIROLE BRIDG	1	NULL	0	Office.ContractingOfficeCode
W91DZ8	0378 MD DET    MED MIN CARE	1	PR 0378 MD DET    MINIMAL CARE	0	Office.ContractingOfficeCode
W91DZ9	0378 MD DET    MED MIN CARE	1	NULL	0	Office.ContractingOfficeCode
W91DZA	0092 EN BN     HHC HHC ENGR BN	1	0092 EN BN     HHC ENGR BN	0	Office.ContractingOfficeCode
W91DZE	0302 MD DET    MED MIN CARE	1	XR 0302 MD DET    MINIMAL CARE	0	Office.ContractingOfficeCode
W91DZF	0092 EN BN     HHC HHC ENGR BN	1	0092 EN BN     HHC ENG BN	0	Office.ContractingOfficeCode
W91E00	0069 IN BN  02 CO E ENGR HBCT	1	0069 AR RGT 02 CO E ENGINEER	0	Office.ContractingOfficeCode
W91E02	0069 IN BN  02 CO E ENGR HBCT	1	NULL	0	Office.ContractingOfficeCode
W91E04	0203 CS BN     HHC HHC BRIGADE	2	NULL	0	Office.ContractingOfficeCode
W91E05	0069 IN BN  02 CO D ARMOR HBCT	1	NULL	0	Office.ContractingOfficeCode
W91E06	0069 IN BN  02 CO C ARMOR HBCT	1	0069 AR RGT 02 CO C  ARMOR	0	Office.ContractingOfficeCode
W91E09	0203 CS BN     CO H FWD SPT CO	2	NULL	0	Office.ContractingOfficeCode
W91E0B	0054 EN BN     ENGINEER BATTAL	1	0054 EN BN     COMBAT MECH	0	Office.ContractingOfficeCode
W91E0J	0203 CS BN     CO A DISTRIBUTI	1	0203 CS BN     CO A DISTRIB	0	Office.ContractingOfficeCode
W91E0L	0203 CS BN     CO A DISTRIBUTI	2	NULL	0	Office.ContractingOfficeCode
W91E0P	0203 CS BN     CO C MEDICAL CO	2	NULL	0	Office.ContractingOfficeCode
W91E0U	0069 IN BN  02 CO C ARMOR HBCT	1	NULL	0	Office.ContractingOfficeCode
W91E0Y	0069 IN BN  02 HHC CMB ARMS	1	NULL	0	Office.ContractingOfficeCode
W91E11	0003 AR HHC 03 HEADQUARTERS AN	1	0003 AR HQ  03 HQ HEAVY BCT	0	Office.ContractingOfficeCode
W91E13	0003 AR HHC 03 HEADQUARTERS AN	1	NULL	0	Office.ContractingOfficeCode
W91E14	COMPANY E 1ST BATTALION 137TH AVIAT	2	0137 AV BN  01 CO E FWD SPT	0	Office.ContractingOfficeCode
W91E15	0137 AV BN  01 CO E REAR	1	COMPANY E 1ST BATTALION 137TH AVIAT	1	Office.ContractingOfficeCode
W91E16	0137 AV BN  01 CO E0 REAR DET	2	0137 AV BN  01 CO E FWD SPT	0	Office.ContractingOfficeCode
W91E18	0224 AV BN  01 CO D MED CO AIR	1	NULL	0	Office.ContractingOfficeCode
W91E1C	0010 FA BN  01 BTY B HOW 155SP	2	NULL	0	Office.ContractingOfficeCode
W91E1F	0069 IN BN  02 CO B RIFLE HBCT	1	NULL	0	Office.ContractingOfficeCode
W91E1J	0010 FA BN  01 BTY A HOW 155SP	2	NULL	0	Office.ContractingOfficeCode
W91E1L	0514 OD CO     SUPPORT MAINTEN	2	NULL	0	Office.ContractingOfficeCode
W91E1S	0341 EN CO     MULTIROLE BRIDG	1	0341 EN CO     MULTIROLE BRDG	0	Office.ContractingOfficeCode
W91E1V	0341 EN CO     MULTIROLE BRIDG	1	0341 EN CO     MULTIROLE BRDG	0	Office.ContractingOfficeCode
W91E29	0181 CS CO     FSC HIMARS BN	1	0181 CS CO     FSC HIMARS REAR	0	Office.ContractingOfficeCode
W91E2A	0224 AV BN  01 DET 1 CO B ATK	2	NULL	0	Office.ContractingOfficeCode
W91E2D	0102 IN BN  01 CO D0 REAR DET	2	NULL	0	Office.ContractingOfficeCode
W91E2E	0005 AD BN  04 ADA F REAR DET	1	NULL	0	Office.ContractingOfficeCode
W91E2R	0015 FI CO     TEAM 1 REAR	1	0015 FI CO	0	Office.ContractingOfficeCode
W91E33	W8MP INFO OPS SPT CTR	1	XRS W8MP INFO OPS SPT CTR	0	Office.ContractingOfficeCode
W91E3E	0000 IN BN     CO B MI CO, ACR	1	NULL	0	Office.ContractingOfficeCode
W91E3M	W70V 0399 RGT 3 BN LS CO B	1	W70V DET 1 3 BN 399 RGT 7 BDE	0	Office.ContractingOfficeCode
W91E3P	W708 0398TH RGT 2 BN AR	1	XR W708 2D BN AR 398TH REGT	0	Office.ContractingOfficeCode
W91E3W	W70V 0399 RGT 3 BN LS CO B	1	W70V DET 1 3 BN 399 RGT 7 BDE	0	Office.ContractingOfficeCode
W91E3Z	0302 EN CO     PLT A1 VERT CON	1	0302 EN CO     PLT A VERT CONS	0	Office.ContractingOfficeCode
W91E49	0131 AR SQ  01 HHT MOTOR RECON	1	0131 AR BN  01 HHC TANK	0	Office.ContractingOfficeCode
W91E4A	0601 MD CO     MEDICAL COMPANY	1	NULL	0	Office.ContractingOfficeCode
W91E4D	0602 MD CO     MEDICAL COMPANY	1	0602 MD CO     REAR DET	0	Office.ContractingOfficeCode
W91E4G	0036 MD CO     MEDICAL COMPANY	1	NULL	0	Office.ContractingOfficeCode
W91E4K	0550 MD CO     MEDICAL COMPANY	1	0550 MD CO     REAR DET	0	Office.ContractingOfficeCode
W91E4W	0320 MP HHC    HHD MINUS	1	NULL	0	Office.ContractingOfficeCode
W91E4Z	0145 CS BN     CO G FSC ARS	1	0145 CS BN     CO G	0	Office.ContractingOfficeCode
W91E57	1022 EN CO     DET 2	1	XRS 1022 EN CO     DET 2	0	Office.ContractingOfficeCode
W91E59	W7NB CIF ACTIVITY LA ARNG	1	DET 25, LA ARNG US PROPERTY&FISCA	1	Office.ContractingOfficeCode
W91E5A	0001 IO HQ     HHD 1ST COMPO 1	1	XR 0001 IO CMD     INFO OPS	0	Office.ContractingOfficeCode
W91E5D	0135 AV BN  02 CO G REAR	2	0135 AV BN  02 CO G	0	Office.ContractingOfficeCode
W91E5H	W6XD USALRCTR FT BUCHANA	1	W1H1 USAG FT BUCHANAN	0	Office.ContractingOfficeCode
W91E5J	W8QT OK ARNG AASF 2	1	NULL	0	Office.ContractingOfficeCode
W91E5K	0053 TC HHD    PROVISIONALREAR	2	NULL	0	Office.ContractingOfficeCode
W91E5L	0251 SC DET    AUG (TH STRAT)	1	NULL	0	Office.ContractingOfficeCode
W91E5N	W83X ARNG SPECIAL OPS DET, PAC	1	W83X ARNG SP OPS DET,PAC REAR	0	Office.ContractingOfficeCode
W91E5V	0003 SF BN  04 ACO SFOD-E 3416	1	0003 SF GRP    CO A SFODA 3416	0	Office.ContractingOfficeCode
W91E5W	0105 MP HHC    HHC MP DETENTIO	1	0105 MP BN     HHC  REAR	0	Office.ContractingOfficeCode
W91E5X	0105 MP HHC    HHC MP DETENTIO	1	NULL	0	Office.ContractingOfficeCode
W91E60	0008 AR SQ  06 TRP C RECON TRP	1	NULL	0	Office.ContractingOfficeCode
W91E69	273D TRANSPORTATION DETACHMENT REAR	1	0273 TC TM     MVMT CONTRL TM	0	Office.ContractingOfficeCode
W91E6K	0126 CS BN     CO B FLD MT BSB	1	PRM 0126 CS BN     CO B MAINT	0	Office.ContractingOfficeCode
W91E6M	0126 CS BN     CO B FLD MT BSB	1	NULL	0	Office.ContractingOfficeCode
W91E6S	0028 IN BN  02 28 BCT UAS PLT	1	NULL	0	Office.ContractingOfficeCode
W91E6U	0182 MD CO     REAR	1	0182 MD CO     AREA SPT	0	Office.ContractingOfficeCode
W91E6V	0000 AR BN     CO C ENG HBCT	1	PUM 0109 IN BN  01 CO E	0	Office.ContractingOfficeCode
W91E6W	0182 MD CO     REAR	1	NULL	0	Office.ContractingOfficeCode
W91E81	9047 FA BN     BTY C FIELD ART	1	XR 9047 FA BN     FA BRTY IBCT	0	Office.ContractingOfficeCode
W91E8M	0256 IN BN     CO B MI CO, ACR	1	0256 IN BN     CO B REAR	0	Office.ContractingOfficeCode
W91E8U	W8NH MD ARNG AASF 1	2	XRJ W8NH MD ARNG AASF 1	0	Office.ContractingOfficeCode
W91EA3	0033 MP HHD    HHD MP BATTALIO	1	NULL	0	Office.ContractingOfficeCode
W91EA4	0033 MP HHD    HHD MP BATTALIO	1	HHD, 33D MILITARY POLICE BATTALION	1	Office.ContractingOfficeCode
W91EA9	0010 MD HSP    CO A HOSPITAL C	1	0010 MD HSP    CO A 164 BED	0	Office.ContractingOfficeCode
W91EAB	0215 CS BN     BRIGADE SUPPORT	1	0215 CS BN     NTC	0	Office.ContractingOfficeCode
W91EAG	0010 MD HSP    CO A HOSPITAL C	1	0010 MD HSP    CO A 164 BED	0	Office.ContractingOfficeCode
W91EAK	0010 MD HSP    CO B HOSPITAL C	1	0010 MD HSP    CO B 84 BED	0	Office.ContractingOfficeCode
W91EAQ	0145 CS BN     CO A DIST BSB H	1	0145 CS BN     CO A	0	Office.ContractingOfficeCode
W91EAZ	0116 AR HHC    HQS HEAVY BRIGA	1	0116 AR HHC    HBCT	0	Office.ContractingOfficeCode
W91EB0	0030 IN BN  01 CO D WPN CO IBC	1	0030 IN BN  01 CO D ARMOR	0	Office.ContractingOfficeCode
W91EB4	0003 IN BN  04 CO B MI CO, ACR	1	0000 IN BN  04 CO B FWD	0	Office.ContractingOfficeCode
W91EB6	0003 IN BN  04 CO B MI CO, ACR	1	0000 IN BN  04 CO B FWD	0	Office.ContractingOfficeCode
W91EB7	0003 AR BN  02 CO A MI CO, ACR	1	NULL	0	Office.ContractingOfficeCode
W91EB8	0000 HQ HQ     ARCENT BAGRAM 1	1	NULL	0	Office.ContractingOfficeCode
W91EBA	0603 CS BN     DIST ASB L	1	0603 CS BN     CO A DISTRIB	0	Office.ContractingOfficeCode
W91EBC	0603 CS BN     DIST ASB L	1	0603 CS BN     CO A DISTRIB	0	Office.ContractingOfficeCode
W91EC5	0710 MD CO     MEDICAL COMPANY	1	0020 SF BN  02 CO A SF ABN	0	Office.ContractingOfficeCode
W91EC6	0020 SF BN  02 CO A SF GRP ABN	1	NULL	0	Office.ContractingOfficeCode
W91EC8	0151 JA DET    TM T1 LEGAL SPT	1	0151 JA TM     HQS TM 1	0	Office.ContractingOfficeCode
W91ECC	0535 MP HHC    U1 REAR DET	1	NULL	0	Office.ContractingOfficeCode
W91ECG	0151 AV BN  02 CO B DET 1	1	XRS0151 AV BN  02 DET 1 CO B	0	Office.ContractingOfficeCode
W91ECR	0237 OD CO     TM B9 PWR GEN E	1	NULL	0	Office.ContractingOfficeCode
W91ECT	0000 IN BN     HHC HQS BDE CBT	1	0033 IN BN     HHC STB  REAR	0	Office.ContractingOfficeCode
W91ECX	0000 IN BN     HHC HQS BDE CBT	1	0033 IN BN     HHC STB  REAR	0	Office.ContractingOfficeCode
W91ECY	0000 IN BN     HHC HQS BDE CBT	1	0033 IN BN     HHC STB  REAR	0	Office.ContractingOfficeCode
W91ED3	0018 AR SQ  01 TRP C RECON TRP	1	NULL	0	Office.ContractingOfficeCode
W91ED5	85TH MEDICAL DETACHMENT	1	0085 MD TM     CBT STRESS CTNL	0	Office.ContractingOfficeCode
W91ED6	0126 MD TM     MEDICAL TEAM FO	2	NULL	0	Office.ContractingOfficeCode
W91ED7	0126 MD TM     MEDICAL TEAM FO	1	0126 MD TM     REAR	0	Office.ContractingOfficeCode
W91ED8	0224 MD DET    MED DET PREVENT	1	0224 MD DET    REAR	0	Office.ContractingOfficeCode
W91ED9	HHD, 61ST MEDICAL BATTALION	2	NULL	0	Office.ContractingOfficeCode
W91EDD	0095 CA HHC    HHC CIVIL AFFAI	1	NULL	0	Office.ContractingOfficeCode
W91EDF	DET 25, UT ARNG US PROPERTY  FISCA	1	NULL	0	Office.ContractingOfficeCode
W91EDS	0295 OD CO     PLT U2 AMMO ORD	1	0295 OD CO     PLT U	1	Office.ContractingOfficeCode
W91EE0	0766 EN BN     CO B ENGINEER C	1	0033 IN BN     CO A STB  REAR	0	Office.ContractingOfficeCode
W91EE4	W6GV USA MULTINAT ASST GP 0523	1	XR W6GV USA MULTINAT ASST GP 0523	0	Office.ContractingOfficeCode
W91EE6	W1KH USA ELE DEFENSE MISSION	1	NULL	0	Office.ContractingOfficeCode
W91EEA	546TH MEDICAL COMPANY	2	NULL	0	Office.ContractingOfficeCode
W91EEC	0566 MD CO     MEDICAL COMPANY	1	0566 MD CO     AREA SUPPORT	0	Office.ContractingOfficeCode
W91EED	581ST MEDICAL COMPANY	3	0581 MD CO     AREA SUPPORT	0	Office.ContractingOfficeCode
W91EEL	0766 EN BN     CO B ENGINEER C	1	0033 IN BN     CO A STB  REAR	0	Office.ContractingOfficeCode
W91EEN	0766 EN BN     CO D MI CO, ACR	1	0766 EN BN     CO D MI CO BCT	0	Office.ContractingOfficeCode
W91EF2	W70V 3 BN 399 RGT 7 BDE MINUS	1	NULL	0	Office.ContractingOfficeCode
W91EF5	0009 AR SQ  04 TRP C CAV TRP G	1	0009 AR RGT 04 REAR DET	0	Office.ContractingOfficeCode
W91EFN	0766 EN BN     CO D MI CO BCT	1	NULL	0	Office.ContractingOfficeCode
W91EFR	0000 IN BN     CO C NTWK SPT	1	0033 IN BN     CO C STB  REAR	0	Office.ContractingOfficeCode
W91EFU	W0LC HOLSTON ARMY AMMO PLT	1	XR W0LC HOLSTON ARMY AMMO PLT	0	Office.ContractingOfficeCode
W91EFV	0092 EN BN     CO B FWD	1	XR 0092 EN BN     CO B FWD	1	Office.ContractingOfficeCode
W91EFW	W6Z2 AFSOUTH BN	1	W1NB AFSOUTH BN	0	Office.ContractingOfficeCode
W91EG7	0018 AR SQ  01 TRP C DISMOUNTE	1	0018 AR SQ  01 TRP C RECON TRP	1	Office.ContractingOfficeCode
W91EG9	1060 TC CO     TRANS MDM TRK C	2	NULL	0	Office.ContractingOfficeCode
W91EGP	0376 FI CO     CO T1 FINANCE M	1	NULL	0	Office.ContractingOfficeCode
W91EGR	0376 FI CO     DET A2 FINANCE	1	0376 FI CO     DET A FINANCE M	0	Office.ContractingOfficeCode
W91EGT	0376 FI CO     DET A3 FINANCE	1	0376 FI CO     A3 REAR DET	0	Office.ContractingOfficeCode
W91EGU	0376 FI CO     DET A7 REAR DET	2	0376 FI CO     DET 7 REAR	0	Office.ContractingOfficeCode
W91EH2	W1E0 E CO 1ST BN (SFAS)	1	W1E0 G CO 1 BN 1ST SPWAR T GRP	0	Office.ContractingOfficeCode
W91EHJ	0237 OD CO     TM B3 WHL VEH R	1	0237 OD CO     TM B WHL VEH RE	0	Office.ContractingOfficeCode
W91EHL	0475 EN CO     PLT A3 EQUIPMEN	1	0475 EN CO     3RD PLT	0	Office.ContractingOfficeCode
W91EHN	0475 EN CO     PLT A3 EQUIPMEN	1	0475 EN CO     3RD PLT	0	Office.ContractingOfficeCode
W91EHQ	0392 SC BN     CO C JOINT AREA	1	0392 SC BN     C0 HOME DET	0	Office.ContractingOfficeCode
W91EHS	0392 SC BN     CO C JOINT AREA	1	0392 SC BN     C0 HOME DET	0	Office.ContractingOfficeCode
W91EHV	0392 SC BN     CO C JOINT AREA	1	0392 SC BN     C0 HOME DET	0	Office.ContractingOfficeCode
W91EHY	5TH BATTALION, 5TH AIR DEFENSE ARTI	2	0005 AD BN  05 DET D MNT SHORA	0	Office.ContractingOfficeCode
W91EHZ	W6WF HQ 7TH INF DIV 1-38 A MOV	1	0038 IN BN  01 CO A REAR DET	0	Office.ContractingOfficeCode
W91EJD	581ST TROOP COMMAND DETACHMENT	1	W77M 581ST TRP CMD	1	Office.ContractingOfficeCode
W91EJK	0330 MP DET    LAW  ORDER	1	0330 MP DET    LAW & ORDER	0	Office.ContractingOfficeCode
W91EJP	328TH MILITARY POLICE COMPANY	2	NULL	0	Office.ContractingOfficeCode
W91EJU	0260 QM HHD    PETRL SUPPLY BN	1	NULL	0	Office.ContractingOfficeCode
W91EKB	0328 MP CO     COMBAT SPT	1	0328 MP CO     MP GUARD CO	0	Office.ContractingOfficeCode
W91EKC	0185 AV BN  01 HHC DET 2	1	XRS0185 AV BN  01 HHC DET 2	0	Office.ContractingOfficeCode
W91EKJ	W0GW HQ AMC REDSTONE ARSENAL	1	W0GW HQ AMC FT BELVOIR VA	0	Office.ContractingOfficeCode
W91EKP	0092 CM CO     DIV CDE SUPPLY	2	0092 CM CO      DIV CDE SUPPLY	0	Office.ContractingOfficeCode
W91EKR	0092 CM CO     DIV CDE SUPPLY	1	0092 CM CO      DIV CDE SUPPLY	0	Office.ContractingOfficeCode
W91EKT	0092 CM CO     CBRN CO (MVR SP	1	0092 CM CO     DIV CDE SUPPLY	0	Office.ContractingOfficeCode
W91EKW	0703 CS BN     CO C MEDICAL CO	2	NULL	0	Office.ContractingOfficeCode
W91EKX	W6HK ESA-I PBT ELEV 25	1	ESA-I PBT ELEV 25	0	Office.ContractingOfficeCode
W91EKY	0703 CS BN     CO E FSC FA IBC	2	NULL	0	Office.ContractingOfficeCode
W91ELK	W4VK US ARMY TCIU	3	NULL	0	Office.ContractingOfficeCode
W91ELM	0012 PO CO     H&S COMPANY PSY	1	NULL	0	Office.ContractingOfficeCode
W91ELP	0012 PO CO     H&S COMPANY PSY	1	0012 PO BN     TAC	0	Office.ContractingOfficeCode
W91ELQ	0223 MP CO     MP COMPANY	1	0223 MP CO     CBT SPT	0	Office.ContractingOfficeCode
